characters_araber;Araber
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_kissenbezug_st_2;But I don't need to. The burn marks are visible to the naked eye.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_st_1;I've never analyzed blood with a microscope. I wouldn't know what to look for.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_st_2;A chemical analysis would make more sense.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_oder_wattestaebchen_st_1;I don't think I can analyze the sample optically.
spokentexts_a07_kabine_ermittler_mikroskop_ex_1_st_1;A microscope... Looks like the one that Lutz Reichinger uses in his pharmacy. Just more modern.
spokentexts_a07_kabine_ermittler_mikroskop_ex_2_st_1;There's nothing on the slide.
sequences_a07_kabine_ermittler_mikroskop_ex_2#2;[Ohi looks into the microscope (Idle).]
spokentexts_a07_kabine_ermittler_mikroskop_ex_2_st_2;And therefore, nothing to see.
sequences_a07_kabine_ermittler_mikroskop_ex_2#4;[Ohi stops to look into the microscope, stands there normal again.]
spokentexts_a07_kabine_ermittler_mikroskop_ex_3_st_1;First I have to put something under the microscope.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_1;Both bullets came from the same gun.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_2;That means that whoever shot the baroness was also in the cargo hold.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_3;That fact may be important later.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_baronin_patrone_st_1;All right.
sequences_a07_kabine_ermittler_mikroskop_used_mit_baronin_patrone#2;[Ohi takes out the cartridge, places it under the microscope.]
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_frachraum_patrone_st_1;Okay.
sequences_a07_kabine_ermittler_mikroskop_used_mit_frachraum_patrone#2;[Ohi takes out the cartridge, places it under the microscope.]
texts_a07_kabine_ermittler_schreibtisch_akte_mo_ex_1__2;Examine the police file
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_1;Legrand's file on the Raven...
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_2;Centimetres thick but totally useless. We're not dealing with the Raven! Why can't he see that?
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_3;Our man is ruthless... A bomber and quite probably a murderer!
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_2_st_1;This file belongs in a museum. It's history.
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_2_st_2;The inspector should concentrate on the present.
texts_a07_kabine_ermittler_schreibtisch_aufputschmittel_mo_ex_1__2;Examine the bottle
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_1;Hmm. There's nothing written on the bottle.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_2;I suppose it's some sort of stimulant, legal or not.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_3;Legrand has been awake for at least than thirty hours straight, maybe more.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_1;I shudder to think what kind of side effects this stuff might have.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_2;A policeman on a murder investigation should have his wits about him.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_3;The risk that he could miss evidence - or endanger himself and others - is too high.
texts_a07_kabine_ermittler_schreibtisch_ausgang_mo_leave;Back
sequences_a07_kabine_ermittler_schreibtisch_ausgang_leave_1#1;[With a click you return to the cabin view]
texts_a07_kabine_ermittler_schreibtisch_mo_betreten;Examine the desk
texts_a07_kabine_ermittler_schreibtisch_rohr_mo_ex_1__2;Examine the pipe
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_1_st_1;This is the pipe from the cargo hold...
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_1_st_2;Legrand seems to have inspected it for fingerprints. I can still make out the powder.
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_2_st_1;Hmm. No. Nothing to see on the end of the pipe that the attacker held.
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_2_st_2;Either he wore gloves or he cleaned the pipe.
texts_a07_kabine_ermittler_tresor_mo_ex_1__2;Examine the safe
spokentexts_a07_kabine_ermittler_tresor_ex_1_st_1;"A ""Lockmaster and Son"" - tough to crack."
spokentexts_a07_kabine_ermittler_tresor_ex_1_st_2;If I wanted to steal the Eye, I'd concentrate on getting the three keys.
spokentexts_a07_kabine_ermittler_tresor_ex_2_st_1;If everything goes according to plan, the first time this monster is opened will be in the museum in Cairo.
spokentexts_a07_kabine_ermittler_tresor_ex_2_st_2;Fingers crossed!
texts_a07_kabine_ermittler_zerbrochene_spritze_mo_ex_1__2;Examine the broken syringe
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_1_st_1;I have no idea what he was injecting himself with.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_1_st_2;Judging by his shocked reaction, it's nothing to be proud of.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_2_st_1;I suppose it was some kind of stimulant.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_2_st_2;It seems like the hunt for the Raven is more important than his health.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#0;[The inspector nods briefly to Ohi, turns around snappily to continue with his work. Ohi is also moving, but suddenly stops, the inspector sways and has to hold on to the table. He touches his face, as if he was dizzy (Idle). Ohi turns back into the talking-position.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_1_direction;shocked, worried
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_1;Inspector Legrand?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_2_direction;worried
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_2;Are you okay?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#3;[The inspector doesn't turn around, just nods and raises his hand, makes an ''I'm okay'' gesture. After that back to Idle.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_3_direction;carefully
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_3;Maybe you should take a break?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_4_direction;annoyed
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_4;I can sleep once I've caught the Raven.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_5_direction;annoyed
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_5;Goodbye, Constable.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#7;[Ohi wants to refuse, maybe raises one hand slightly. Then he changes his mind, nods, goes to the door, opens it and leaves the cabin.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_6;Be seeing you.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_1;We already searched it thoroughly.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_2;Sure.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_3;But what about now, by daylight...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_4;Yes, yes, fine. It can't hurt.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_5;Here, take this with you.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen#5;[The inspector hands Ohi some sachets, in which evidence samples can be collected (Idle).]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen#6;[Ohi takes the sachets, the inspector goes back into the normal position]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_6;Thanks. I let you know if I find anything important.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_7;But only then, please. I'm very busy.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_8;Of course.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein#0;[Ohi enters the cabin, closes the door and turns to the inspector.]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein#1;[The inspector pauses in his work and goes back to talking positively (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_st_1;Constable?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#0;[Ohi enters the cabin, closes the door and turns to the inspector.]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#1;[The inspector holds a test tube in his hand, takes a close look at the liquid inside it (holds it up the light or similar). He glances at Ohi when he comes in, then he looks back to the tube (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_1_direction;busy
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_1;Ah! Zellner.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_2_direction;busy
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_2;Are you ready?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_3;Good morning, Inspector Legrand!
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_4;My head is pounding, but I think I'm okay...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_5;Chloral hydrate.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_6;Hhm...?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_7;That's why you have a headache.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#9;[The inspector takes down the test tube, places it into a holder. He looks at Ohi (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_8;I found traces of it in your champagne glass.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_1_direction;excited, wants to say ''inspector'', then pauses
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_1;Ins...
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#1;[The inspector stands in front of the sink with rolled up sleeves and is afraid. He drops a glass syringe, which breaks in the sink.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_2_direction;shocked, finishes the word mechanically
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_2;...pector?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#3;[The inspector rolls up his sleeves (of course in a way that you can't see it, he turns away from Ohi or something like that).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_3_direction;upset
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_3;Can't you knock?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_4;I, er, didn't realize... I'm really...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_5_direction;upset, frustrated
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_5;I... I'm not getting anywhere.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_6;I'm going to question each passenger individually.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_8;Anyone without an airtight alibi will be checked for gunshot residue.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_9;But Inspector...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_11;People trip up when you put pressure on them, Constable Zellner.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#12;[While he speaks he is collecting some things from the table, maybe takes his jacket and goes to the exit. Opens the door and holds it open for Ohi (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_12;The Raven is nervous. He's changed his methodology and become a murderer.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_13;I'll see it in his eyes. After you.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#16;[Ohi walks through the door, the inspector follows, beginning to pull on his jacket.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_14;But Inspector Legrand!
texts_a07__vorderdeck__meer_mo_ex_1;Look at the sea
spokentexts_a07__vorderdeck__meer_ex_1_st_1;Salty sea air in my old lungs, wind in my thinning hair...
spokentexts_a07__vorderdeck__meer_ex_1_st_2;If I hadn't become a policeman, I could have been a sailor.
texts_a07__vorderdeck__shuffleboard_equipment_mo_ex_10;Examine the shuffleboard equipment
spokentexts_a07__vorderdeck__shuffleboard_equipment_ex_1_st_1000;I wonder if this game is an advanced version of bocce.
spokentexts_a07__vorderdeck__shuffleboard_equipment_ex_1_st_2;Maybe the inventor realized that it's difficult to play ball games on a boat and came up with an alternative.
texts_a07_vorderdeck_ausgang_nebendeck_mo_leave_1;Go to the side deck
sequences_a07_vorderdeck_ausgang_nebendeck_leave_1#1;[Ohi goes to the side deck.]
texts_a07_vorderdeck_tuer_frachtraum_mo_ex_1__2;Examine the door of the cargo hold
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_1_st_1;The stowaway surely didn't sleep well last night in the cargo hold.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_1_st_2;Although his cell is probably more comfortable than my cabin. And more spacious.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_1;I have to talk to the young fellow right away.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_3;Even though he was already under arrest at the time of the shot, he may have noticed something before.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_4;And what about the other gunshot?
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_5;Could the second missing bullet from the murder weapon be stuck down there in one of the wooden crates?
texts_a07_vorderdeck_wasserflasche_mo_ex_1-4;Examine the water bottle
texts_a07_vorderdeck_wasserflasche_mo_kaputte_flasche;Shards
texts_a07_vorderdeck_wasserflasche_mo_used_mit_zwille;Shoot the water bottle with the slingshot
spokentexts_a07_vorderdeck_wasserflasche_ex_1_st_1;Constable Oliver brought something to drink
spokentexts_a07_vorderdeck_wasserflasche_ex_1_st_2;You can tell it's not the first time he's had to guard something.
spokentexts_a07_vorderdeck_wasserflasche_ex_2_st_1;The bottle should be full of water - unless the good constable happens to have a secret alcohol problem.
spokentexts_a07_vorderdeck_wasserflasche_ex_2_st_2;No way to verify that - I can't get the bottle without him noticing.
spokentexts_a07_vorderdeck_wasserflasche_ex_3_st_1;Constable Oliver is drinking the water he brought along. Without it, he'd get very thirsty!
spokentexts_a07_vorderdeck_wasserflasche_ex_4_st_1;The bottle is nothing more than broken glass in a puddle!
spokentexts_a07_vorderdeck_wasserflasche_ex_4_st_2;If Constable Oliver gets thirsty now, he'll be in a bind! I should help out.
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_1_st_1;If I had some ammo, I'm sure I could hit the bottle!
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_1;All right...
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#2;[Ohi gets in position, looks around and takes out the slingshot. He stretches it and shoots a little stone.]
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#3;[The little stone doesn't strike the bottle but the sleeping guard's shin. He jumps up with a start, holds his shin and dances around on one leg. Ohi whirls around and looks intently and detached out to the sea.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_2_direction;pain
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_2;AAAHH!
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_3_direction;pain
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_3;Ow-ow-ow!
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#6;[While the guard hops around, he is swaying from one side to another and accidentally hits the water bottle. It falls over and breaks.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_4_direction;pain, anger
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_4;Argh!
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_5_direction;upset
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_5;Hey, Zellner! What in blazes was that?
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#9;[The guard moves into an Idle in which he rubs his shin and at the same time he speaks with Ohi (Idle).]
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#10;[Ohi turns around and hides the slingshot behind his back.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_6_direction;innocent
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_6;What?
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_7;Something hit me!
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_8;You mean... Someone shot at you?
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_9_direction;upset
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_9;Yes! Well, no... erm... I don't know.
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_10;Didn't you notice anything?
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_11;I was riveted by the fantastic view! We Swiss aren't used to seeing the horizon like this.
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#17;[The guard makes a snide gesture, thereby the broken water bottle catches his eye.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_12;And my bottle's broken too!
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#19;[The frustrated guard sits down again, shakes his head and goes back into the normal Idle.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_13_direction;to himself, upset
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_13;I don't believe this.
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#23;[After a little while the guard falls asleep again]
texts_a07_vorderdeck_zwille_mo_inventar;Slingshot
texts_a07_vorderdeck_zwille_mo_used_mit_steinchen;Combine the stones and the slingshot
spokentexts_a07_vorderdeck_zwille_ex_1_st_1;A good slingshot! Drawing on the expert knowledge of generations of boarding school students.
spokentexts_a07_vorderdeck_zwille_ex_1_st_2;And combined with the stones, there are countless opportunities for making mischief.
