characters_araber;Araber
texts_a03_kabine_baronin_handtuch_mo_inventar_1;Towel
texts_a03_kabine_baronin_handtuch_mo_inventar_2;Wet towel
texts_a03_kabine_baronin_handtuch_mo_take_1__2;Take the towel
sequences_a03_kabine_baronin_handtuch_ex_1#1;[Ohi touched the towel.]
spokentexts_a03_kabine_baronin_handtuch_ex_1_st_1;A large, soft towel. Very comfortable!
spokentexts_a03_kabine_baronin_handtuch_ex_3_st_1;The towel is soaked. It's cold, heavy and the water is slowly running down my back.
spokentexts_a03_kabine_baronin_handtuch_ex_3_st_2;I hope it's worth it.
spokentexts_a03_kabine_baronin_handtuch_ex_4_st_2;But it's my only protection from the smoke and flying sparks.
spokentexts_a03_kabine_baronin_handtuch_take_1_st_1;I'll wrap it around my neck to keep my hands free.
sequences_a03_kabine_baronin_handtuch_take_1#2;[Ohi takes the towel, putting it around his neck.]
sequences_a03_kabine_baronin_handtuch_take_1#3;[From now on Ohi runs with the dry towel around his neck.]
texts_a03_grossraumwagon_axt_mo_2;Take the axe
texts_a03_grossraumwagon_axt_mo_inventar;Axe
texts_a03_grossraumwagon_axt_mo_take_1-4;Take the axe
spokentexts_a03_grossraumwagon_axt_ex_1_st_1;Not very handy. On the other hand, one does need a certain heft to accomplish anything with an axe.
spokentexts_a03_grossraumwagon_axt_ex_2_st_1;I'll take the axe with me when I explore the rest of the train. It's just in the way here.
sequences_a03_grossraumwagon_axt_take_1#1;[Ohi takes the ax from the wall, from now on in his left Hand]
sequences_a03_grossraumwagon_axt_take_2#1;[Ohi takes the ax from the table, from now on in his left Hand]
sequences_a03_grossraumwagon_axt_take_3#1;[Ohi takes the ax from the bar, from now on in his left Hand]
sequences_a03_grossraumwagon_axt_take_4#1;[Ohi takes the ax from beside the door, from now on in his left Hand]
sequences_a03_grossraumwagon_axt_take_5#1;[Ohi takes the ax from the wall]
spokentexts_a03_grossraumwagon_axt_take_5_st_1;An axe for emergencies. If this isn't an emergency, I don't know what is.
sequences_a03_grossraumwagon_axt_use_1_auf_tresen_ablegen#1;[Ohi puts the ax on the bar.]
sequences_a03_grossraumwagon_axt_use_2_auf_tisch_ablegen#1;[Ohi puts the ax down on the table. ]
sequences_a03_grossraumwagon_axt_use_3_an_wand_lehnen#1;[Ohi leans the Axe against the wall.]
sequences_a03_grossraumwagon_axt_use_4_neben_der_tuer_anlehnen#1;[Ohi leans the ax to the door. ]
texts_a03_grossraumwagon_buch_mo_ex_1;Examine the book
texts_a03_grossraumwagon_buch_mo_inventar;Book
spokentexts_a03_grossraumwagon_buch_ex_1_st_1;My book! It must have fallen off the table during the explosion!
spokentexts_a03_grossraumwagon_buch_ex_1_st_2;I'll take it with me.
sequences_a03_grossraumwagon_buch_ex_1#3;[Ohi picks up the book from the floor and puts it on.]
texts_a03_grossraumwagon_fenster_mo_ex_1;Look out the window
spokentexts_a03_grossraumwagon_fenster_ex_1_st_1;You can hardly see out the window because of the smoke!
spokentexts_a03_grossraumwagon_fenster_ex_1_st_2;I don't know how much coal is burning on the tender up there. But it must be tons. I can't do anything about the fire.
spokentexts_a03_grossraumwagon_fenster_ex_2_st_1;A steam locomotive is controlled chaos. Fire, hot steam, enormous pressure. All kept in check by tons of steel.
spokentexts_a03_grossraumwagon_fenster_ex_2_st_2;A runaway steam locomotive is a bomb waiting to explode!
spokentexts_a03_grossraumwagon_fenster_ex_3_st_1;The engine is slowly pulling away. The smoke is fading.
spokentexts_a03_grossraumwagon_fenster_ex_3_st_2;It could take a while for the train to come to a stop. Especially since it's on a downward slope.
texts_a03_grossraumwagon_notbremse_mo_ex_2;Examine the emergency brake
texts_a03_grossraumwagon_notbremse_mo_use;Pull the emergency brake
spokentexts_a03_salonwagen__notbremse_ex_1_st_1;The emergency brake! That could be our chance.
spokentexts_a03_salonwagen__notbremse_ex_2_st_1_direction;tired, frustrated
spokentexts_a03_salonwagen__notbremse_ex_2_st_1;The emergency brake either broke in the explosion, or was sabotaged. In any case, it's not working.
spokentexts_a03_grossraumwagon_notbremse_ex_2_st_2_direction;uncertain
spokentexts_a03_grossraumwagon_notbremse_ex_2_st_2;I... I think I should try to uncouple the engine. I mean, how else can I stop the train?
sequences_a03_grossraumwagon_notbremse_use_1#1;[Ohi puts a hand on the emergency brake, with the other he is holding itself. He closes his eyes, flexes his body. Then he pulls the emergency brake abruptly down ... nothing happens. He opens his eyes, tried two more times then he strikes frustrated against the brake.]
spokentexts_a03_salonwagen__notbremse_use_1_st_2;Damn!
spokentexts_a03_salonwagen__notbremse_use_1_st_3;That makes things extremely complicated.
spokentexts_a03_salonwagen__notbremse_use_1_st_4;How can I stop the train? 
texts_a03_grossraumwagon_tuer_zum_salonwagen_mo_leave_1;Go into the saloon car.
sequences_a03_grossraumwagon_tuer_zum_salonwagen_leave_1#1;[Ohi enters the saloon wagon.]
texts_a03_grossraumwagon_tuer_zum_tender_mo_betachten_1-6;Examine the door
texts_a03_grossraumwagon_tuer_zum_tender_mo_use_1-3;Open the door
texts_a03_grossraumwagon_tuer_zum_tender_mo_use_4-5;Crawl out
texts_a03_grossraumwagon_tuer_zum_tender_mo_used_mit_axt;Break the door
texts_a03_grossraumwagon_tuer_zum_tender_mo_used_mit_handtuch_01;Go outside with the towel
texts_a03_grossraumwagon_tuer_zum_tender_mo_used_mit_handtuch_1-3;Use the door handle with the towel
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_1_st_1;This door leads to the tender. It will be uncomfortable, no doubt, but I don't think that the flames are directly behind the door.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_1_st_2;I suppose there's a relatively safe place in the lee of the tender where one could stay a little while.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_2_st_1;The axe works as a wedge to keep the door closed. The smoke isn't just toxic it also consists of coal particles and flying sparks.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_2_st_2;If any of it gets into my lungs and eyes, I'll be out of action!
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_3_st_1;I must protect myself from the smoke before trying to open the door again.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_4_st_1;If I go outside with a towel around my head, it'd eventually catch fire due to all the sparks flying around.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_4_st_2;I don't want to risk what little hair I have left!
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_5_st_1;The wet towel around my head will protect me. With headgear like this, I can dare to plunge into the inferno.
spokentexts_a03_grossraumwagon_tuer_zum_tender_ex_6_st_1;I'm glad I don't have to go out there anymore. One of the most uncomfortable places I have ever been.
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_1_st_1;I need to stop the train as quickly as possible. There's nothing I can do about the coal fire!
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_2_st_3_direction;exhales
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_2_st_3;Ffff! Here goes.
sequences_a03_grossraumwagon_tuer_zum_tender_use_2#4;[Ohi grabs the latch, pulls the hand back quickly.]
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_2_st_4;Ouch! Hot!
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_2_st_5;If the emergency brake doesn't work, I'll have to try something else. 
spokentexts_a03_grossraumwagon_tuer_zum_tender_use_3_st_1;The handle is already too hot to touch!
sequences_a03_grossraumwagon_tuer_zum_tender_use_4#2;[Ohi takes the towel with both hands. One end of the wet towel falls down his back. The other end he pulls generously over his head and holding it with one hand (he would let go of the end, it would cover him up to my chest).]
sequences_a03_grossraumwagon_tuer_zum_tender_use_4#3;[Under his towel protection Ohi kneels down beside the Axe. He pulls away, the door swings open. At the same time he's dropping the towel. He crawls with the ax in his hand to the front, surrounded by smoke and ash.]
sequences_a03_grossraumwagon_tuer_zum_tender_use_5#1;[Ohi raises the towel with both hands. One end of the wet towel falls down his back. The other end he pulls generously over his head.]
sequences_a03_grossraumwagon_tuer_zum_tender_use_5#2;[Cut to the coal tender, as it goes on (from the second time the sequence is shortened).]
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_1_direction;determined
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_1;OK. We'll do it the hard way!
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_axt#2;[Ohi gets out the ax, aimed precisely and powerfully hits in the door at the height of the Lock. He turns the Axe back and forth until it dissolves again. Then he hits on again. This time he stands up with his upper body against the the ax until the door finally pops up.]
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_axt#3;[Thick smoke and sparks Ohi swirl through the door in the face. Ohi coughs, turns off half and tries to protect himself with a raised arm against sparks.]
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_2_direction;cough
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_2;*cough cough* Arrgh!
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_axt#5;[Ohi grabs the door, close it again. He has forgotten that the door is still hot.]
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_3_direction;Hot
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_3;Ow!
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_axt#7;[Ohi takes the Axe, lays it on the ground and skin them under the door so that it acts as a wedge. Then he stands up again.]
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_4_direction;behave cough
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_axt_st_4;Hhm-hhm!
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_1#2;[Ohi takes the towel from his shoulders, puts it on the right hand. Then he picks up the pawl and sahkes it ..]
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_1_st_1_direction;disappointed / angry
spokentexts_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_1_st_1;Locked.
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_1#4;[Ohi puts the towel back around his shoulders.]
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_3#1;[Siehe Benutzen 4.]
sequences_a03_grossraumwagon_tuer_zum_tender_used_mit_handtuch_4#1;[Siehe Benutzen 5.]
texts_a03_grossraumwagon_tuer_zur_kabine_archaeologe_mo_leave_1;Enter the archaeologist's compartment
sequences_a03_grossraumwagon_tuer_zur_kabine_archaeologe_leave_1#1;[Ohi opens the door and enters the cabin of the archaeologists.]
sequences_a03_grossraumwagon_tuer_zur_kabine_archaeologe_leave_2#1;[Ohi enters the cabin with ax in hand]
texts_a03_grossraumwagon_tuer_zur_kabine_baronin_mo_leave_1;Enter the baroness' compartment
sequences_a03_grossraumwagon_tuer_zur_kabine_baronin_leave_1#1;[Ohi trys to open the door of the cabin of the Baroness. But he succeeds only about 10 cm, then the door shuts again.]
spokentexts_a03_grossraumwagon_tuer_zur_kabine_baronin_leave_1;Can't get in. I presume the baroness' luggage toppled over and is blocking the door.
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_kabine_archaeologe_leave#0;[Ohi comes out out the cabin, the door closes behind him. The door was open.]
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_leave#0;[Ohi grabs the towel from his head and stands up. The door, he has already wedged with the ax]
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_leave_erstmalig#1;[Ohi pushes back one last time with the arms. Then he kneels down, takes the Axe and moves with the help of it the hot door tightly. Then he leans against it and wedged the door with an ax. He took the towel from his head and stands up.]
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_leave_erstmalig_st_1_direction;Moaning, coughing
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_leave_erstmalig_st_1;Oh ahh. Pff-pff. Hell could hardly be worse!
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_leave_erstmalig#3;[Ohi is streching himself, is overcome by a fit of coughing and is finally back to normal.]
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt#0;[Pressing in a lying position through the door, pulls himself with his arms forward.]
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_1_direction;strong cough
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_1;*COUGH COUGH*
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt#2;[Ohi grabs the door, then hooked his leg behind and enters them. He lies on his back, holding the door shut with his legs.]
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_2_direction;cough
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_2;*cough cough*
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_3_direction;disgusted
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_3;Wow. That's not just smoke! I can actually taste ash!
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt#5;[Ohi gets up, place one foot before the door. Then he rips the towel off his head, stuffed it under the door and hits twice after it with his his feet.]
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt#7;[Ohi turns around, wipes his face and through his hair, then wipes off his hands.]
spokentexts_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt_st_5;It's time for my deputy sheriff's story!
sequences_a03_grossraumwagon_seq_a03_grossraumwagon_tender_lok_getrennt#9;[Ohi walks away towards saloon wagon.]
texts_a03_salonwagen__notbremse_mo_ex_2;Examine the emergency brake
texts_a03_salonwagen__notbremse_mo_use;Pull the emergency brake
spokentexts_a03_salonwagen__notbremse_ex_2_st_2_direction;unsure
spokentexts_a03_salonwagen__notbremse_ex_2_st_2;I... I think I should try to uncouple the locomotive. I mean, how else can I stop the train?
sequences_a03_salonwagen__notbremse_use_1#3;[Ohi turns in the direction of the boy.]
spokentexts_a03_salonwagen__notbremse_use_1_st_1;Hold tight, Matt!
sequences_a03_salonwagen__notbremse_use_1#5;[Ohi puts a hand on the emergency brake, with the other he is holding itself. He closes his eyes, flexes his body. Then he pulls the emergency brake abruptly down ... nothing happens. He opens his eyes, tried two more times then he strikes frustrated against the brake.]
texts_a03_salonwagen__tisch_mo_ex_2;Look at Matt under the table
texts_a03_salonwagen__tisch_mo_talk_mit_1-3;Talk to Matt
texts_a03_salonwagen__tisch_mo_use;Look under the table
texts_a03_salonwagen__tisch_mo_used_mit_holzpistole_1__2;Give Matt the wooden pistol
spokentexts_a03_salonwagen__tisch_ex_1_st_1;This is the table at which Lady Westmacott and Matt's mother were sitting.
spokentexts_a03_salonwagen__tisch_ex_2a_st_1;Matt saw something. It could prove to be very useful!
spokentexts_a03_salonwagen__tisch_ex_2a_st_2;But if I don't stop the train soon, I won't be able use that information in this lifetime.
spokentexts_a03_salonwagen__tisch_ex_2b_st_1;Matt hasn't grasped the gravity of the situation yet, which is good as I can't take care of him AND the train.
spokentexts_a03_salonwagen__tisch_use_1_st_1;Hello?
sequences_a03_salonwagen__tisch_use_1#5;[Shot of Ohi to the front, especially the area under the table.]
sequences_a03_salonwagen__tisch_use_1#6;[Ohi bends down and fights back the tablecloth. Under the table sits the scared boy (idle). Ohi kneels to better talk to him(idle).]
spokentexts_a03_salonwagen__tisch_use_1_st_2_direction;Oh, hello!
spokentexts_a03_salonwagen__tisch_use_1_st_2;Hey! There you are.
spokentexts_a03_salonwagen__tisch_use_1_st_3_direction;slightl angry
spokentexts_a03_salonwagen__tisch_use_1_st_3;What were you thinking?!
sequences_a03_salonwagen__tisch_use_1#9;[The boy looks guiltily down.]
sequences_a03_salonwagen__tisch_use_1#10;[Cut to Ohi.]
sequences_a03_salonwagen__tisch_use_1#11;[Ohi is slightly annoyed, but his anger dissipates slowly. He does not scold the boy.]
spokentexts_a03_salonwagen__tisch_use_1_st_4_direction;less angry
spokentexts_a03_salonwagen__tisch_use_1_st_4;Bah. Come out of there.
sequences_a03_salonwagen__tisch_use_1#13;[The boy looks up, but does not want to come out.]
spokentexts_a03_salonwagen__tisch_use_1_st_5;Is he gone?
spokentexts_a03_salonwagen__tisch_use_1_st_6;Is who gone?
spokentexts_a03_salonwagen__tisch_use_1_st_7;The man!
sequences_a03_salonwagen__tisch_used_mit_holzpistole_1#4;[Ohi kneels down, pulls out the wooden gun.]
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_2;Matt? Look.
sequences_a03_salonwagen__tisch_used_mit_holzpistole_1#6;[Ohi shows Matt the gun. He looks over, looking forward and takes the gun.]
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_3_direction;pleased
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_3;Thanks!
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_4;Cover me, okay?
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_5_direction;military
spokentexts_a03_salonwagen__tisch_used_mit_holzpistole_1_st_5;No problem!
sequences_a03_salonwagen__tisch_used_mit_holzpistole_1#10;[Ohi gets up again.]
sequences_a03_salonwagen__tisch_used_mit_holzpistole_1#11;[From now on, Matt is sitting with a gun under the table.]
texts_a03_salonwagen_fenster_mo_ex_1__2;Look out the window
sequences_a03_salonwagen_fenster_ex_1#2;[Ohi opens the window, put his head out and looks in the direction of travel.]
spokentexts_a03_salonwagen_fenster_ex_1_st_1_direction;shouting against the wind
spokentexts_a03_salonwagen_fenster_ex_1_st_1;The engine and coal tender are burning stronger and hotter! The airflow is feeding the flames.
sequences_a03_salonwagen_fenster_ex_1#4;[Ohi pulls his head back, closes the window.]
spokentexts_a03_salonwagen_fenster_ex_1_st_2_direction;seriously committed
spokentexts_a03_salonwagen_fenster_ex_1_st_2;I have to decouple the wagons immediately. Sooner or later, the engine will be blown apart!
spokentexts_a03_salonwagen_fenster_ex_2_st_1;The boiler is under extreme pressure and there's nobody to control it. It's all up to me!
texts_a03_salonwagen_handtasche_mo_ex_1;Examine the handbag
texts_a03_salonwagen_handtasche_mo_take_1;Search the handbag
spokentexts_a03_salonwagen_handtasche_ex_1_st_1;I suppose this handbag belongs to Miss Miller, Matt's mother. Lady Westmacott's bag is probably smaller... and more expensive.
sequences_a03_salonwagen_handtasche_take_1#2;[Ohi opens the bag, and looks into it.]
spokentexts_a03_salonwagen_handtasche_take_1_st_1_direction;triumphantly
spokentexts_a03_salonwagen_handtasche_take_1_st_1;Aha!
sequences_a03_salonwagen_handtasche_take_1#4;[Ohi takes out the wooden gun, looks at it, then puts it in his pocket.]
texts_a03_salonwagen_holzpistole_mo_inventar;Wooden pistol
spokentexts_a03_salonwagen_holzpistole_ex_1_st_1;Matt's wooden pistol. I'd better confiscate it.
texts_a03_salonwagen_portemonnaie_mo_inventar;Wallet
spokentexts_a03_salonwagen_portemonnaie_ex_1_st_1;I bought it second-hand last week. I like it because it tells a story.
spokentexts_a03_salonwagen_portemonnaie_ex_1_st_2;A new one must have replaced it, although it's still quite okay.
texts_a03_salonwagen_theke_mo_ex_1;Look under the counter
sequences_a03_salonwagen_theke_ex_1#1;[Ohi takes a look behind the counter.]
spokentexts_a03_salonwagen_theke_ex_1_st_1;Matt? Are you there?
spokentexts_a03_salonwagen_theke_ex_1_st_2;Nothing.
texts_a03_salonwagen_tuer_zum_grossraumwagon_mo_leave_1;Go into the next carriage 
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#1;[Ohi hears a cough, and it looks to the sound rather than get out of the wagon]
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#2;[He looks around, searching and goes then to the table]
spokentexts_a03_salonwagen_seq_leave_ohne_dialog_mit_matt_st_1;Matt?!
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#4;[Ohi lifts the tablecloth up and looks at the boy]
spokentexts_a03_salonwagen_seq_leave_ohne_dialog_mit_matt_st_2;What on earth are you doing there?!
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#8;[The boy looks guiltily down.]
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#9;[Cut to Ohi.]
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#10;[Öhi is slightly annoyed, but his anger dissipates slowly. He don't want to scold the boy.]
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#12;[The boy looks up, but does not want to come out.]
sequences_a03_salonwagen_seq_leave_ohne_dialog_mit_matt#16;[Dialogue with the boy starts]
sequences_a03_salonwagen_tuer_zum_grossraumwagon_leave_1#1;[Ohi walks through the door in the direction of the big Wagon.]
texts_a03_salonwagen_tuer_zum_uebergang_mo_leave_1;Go outside
sequences_a03_salonwagen_tuer_zum_uebergang_leave_1#1;[Ohi leaves the saloon wagon in the direction of the transition.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_1;I uncoupled the locomotive at full speed! Not bad, eh?
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#0;[Öhi kneels down, looking under the table.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_2_direction;unsettled
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_2;Do you think we'll get in trouble?
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_3;Because of the locomotive? I don't think so. It was pretty old already.
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_4;Come out so we can have a chat.
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#5;[Ohi moves to the side, or turns himself so that the boy has space to get out.]
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#6;[The boy comes out, looks around carefully.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_5_direction;calm, friendly
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_5;I checked the entire train. There's no one on it except for us.
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#8;[The boy is still not entirely convinced, stays with one knee on the ground. Ohi sees that and exhales.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_6;Ah. On the other hand... The best place to sit is on the floor, isn't it?
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#10;[Ohi sits down with his back to the wall, the boy sits next to him. Ohi puts his arm around the boy.]
sequences_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus#11;[Shot on the two of them sitting on the wall.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_7_direction;Tired but happy
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_7;What an adventure.
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_8;Oh, yeah.
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_9;Tell me. What did you see on the train?
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_10_direction;exhales
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_kommt_raus_st_10;Ah, well. It was like this. I wanted to get my pistol...
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_soll_warten_st_1;All right. First I'll stop the train and then we'll have a chat, ok?
sequences_a03_salonwagen_seq_a03_salonwagen_junge_soll_warten#1;[The boy nods.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_soll_warten_st_2;Do you want to come out?
sequences_a03_salonwagen_seq_a03_salonwagen_junge_soll_warten#3;[The boy shakes his head.]
spokentexts_a03_salonwagen_seq_a03_salonwagen_junge_soll_warten_st_3;Hmm. Good idea. You stay put.
