loca_key_foo;Value is Bar
text_quest09_slot06_content;L'Officier Oliver ne veut pas me laisser parler au passager clandestin dans la soute. Je dois le distraire.
hint01_quest09_slot06;Peut-être qu'il s'en ira s'il doit faire face à des besoins naturels...
hint02_quest09_slot06;Matt a une plus une tête de chenapan que moi.
text_quest09_slot07_content;Je pourrais examiner les preuves moi-même dans la cabine de Legrand.
hint01_quest09_slot07;Les balles de la soute et de la cabine de la baronne proviennent de la même arme ?
hint02_quest09_slot07;Pourquoi le sang sur le lit de la baronne à l'air si étrange ?
text_quest09_slot08_content;Entrer dans l'infirmerie
text_quest10_slot01_titel;Chercher des indices
text_quest10_slot01_content;Peut-être que je trouverai plus d'indices dans l'infirmerie.
text_quest10_slot02_content;Le Docteur Gebhardt m'a attaché et veut me tuer. Je dois agir vite.
hint_quest10_slot02;J dois pouvoir gagner du temps...
text_quest11_slot01_titel;Jeter un coup d'oeil
text_quest11_slot01_content;Je devrais jeter un coup d'oeil avant que le coffre-fort arrive.
text_quest11_slot02_titel;Entrer dans la Salle du trésor
text_quest11_slot02_content;La porte de la salle du trésor est verrouillé. Je dois trouver un moyen de l'ouvrir.
text_quest11_slot03_content;Le mécanisme de la porte est coincé. Je dois trouver au moins un moyen d'ouvrir une fissure.
text_quest11_slot04_content;Un bâton n'est pas suffisant pour soulever la porte.
hint_quest04_slot04;Peut-être qu'il y a un autre bâton dans les parages.
text_quest12_slot01_titel;Entrer dans le sous-sol
text_quest12_slot01_content;La vitrine avec l'oeil est tombé dans le trou suite à l'explosion. Je dois y aller et voir si la pierre est toujours là.
text_quest12_slot02_titel;Ouvrir la porte secrète
text_quest12_slot02_content;Je dois savoir ce qu'il y a derrière la porte secrète avant que les policiers arrivent et ouvrent les portes.
text_quest12_slot03_content;Qu'est-ce que l'inscription sur la porte secrète signifie ?
hint_quest03_slot03;Peut-être que le directeur du musée peut la traduire pour moi.
text_quest12_slot04_content;“Les Fils d'Horus”. Man, babouin, chacal et faucon.  
hint_quest04_slot04;Je peux probablement en apprendre plus sur les fils d'Horus dans le musée.
text_quest13_slot01_titel;Monter dans le train
text_quest13_slot01_content;Je dois prendre le train, mais y aller simplement ​​n'est pas une option.
text_quest13_slot02_content;Je ne peux pas laisser quelqu'un me voir monter dans le train.
hint_quest13_slot02;Tant que le policier parle au médecin, je ne serai pas en mesure de passer inaperçu.
text_quest14_slot01_titel;Quitter le compartiment
text_quest14_slot01_content;J'ai besoin de sortir du compartiment inaperçu - mais je ne peux pas utiliser la porte tant qu'il y a des gens là-bas.
text_quest14_slot02_titel;Examiner le wagon de marchandises
text_quest14_slot02_content;La vue dans le wagons de marchandises est bloqué. Je dois trouver un moyen de jeter un oeil à l'intérieur.
hint_quest14_slot02;Un miroir pourrait être utile.
text_quest14_slot03_titel;Ouvrir le hublot sur ​​le toit
text_quest14_slot03_content;Le hublot sur le toit du wagon de marchandises est boulonné. J'ai besoin d'outils pour l'ouvrir.
text_quest14_slot04_content;L'écrou qui est tombé m'a presque trahi. J'ai besoin d'empêcher que cela se reproduise.
hint_quest14_slot04;Je peux peut-être tenir le second écrou pour qu'il ne tombe pas quand lorsque je dévisse le boulon.
text_quest15_slot01_titel;S'échapper de la malle
text_quest15_slot01_content;Je ne peux pas soulever le couvercle de la malle. Je dois sortir de là.
text_quest15_slot02_content;Je ne peux pas passer plus qu'un bras par la fente dans le couvercle, mais je peux peut-être atteindre quelque chose d'utile.
text_quest15_slot03_content;J'ai coupé la sangle, mais la malle est encore sur le plateau.
hint_quest15_slot03;Si le plateau ne bouge pas, je peux peut au moins déplacer la malle.
text_quest15_slot04_content;La sangle n'est pas ancrée sur le plateau, elle cogne sur d'autres objets
text_quest15_slot05_content;Il y a peut-être un moyen pour avoir un tuyaux.
hint_quest15_slot05;Je peux peut-être aller “pêcher”...
text_quest15_slot06_content;J'ai le tuyau, mais je suis toujours coincé dans la malle.
text_quest16_slot01_titel;Entrer la cabine de la baronne
text_quest16_slot01_content;J'ai besoin d'entrer dans la cabine de la baronne et d'ouvrir son compartiment secret.
text_quest16_slot02_content;Je ne peux pas entrer par la porte. Le risque d'être pris est trop grand.
text_quest16_slot03_content;Le conduit de ventilation serait idéal, mais il est boulonné.
hint_quest16_slot03;Il y a peut-être des outils dans notre cabine.
text_quest16_slot04_content;Je ne peux pas appliquer une force suffisante sur le pen pour le tourner à mains nues. J'ai besoin de plus de prise.
text_quest16_slot05_content;Tant qu'il n'y a aucun moyen de repartir sans laisser d'indices derrière, je ne descendrais pas dans la cabine.
hint_quest16_slot05;: J'ai besoin de quelque chose pour descendre.
text_quest16_slot06_titel;Ouvrir la cachette secrète
text_quest16_slot06_content;La cachette secrète doit être quelque part dans la cabine - mais où ?
text_quest16_slot07content;Adil avait raison. J'ai besoin d'entrer une combinaison pour ouvrir le compartiment secret.
text_quest16_slot08_content;Peut-être que les autres passagers savent quelque chose.
hint01_quest16_slot08;Chaque indice peuvent m'aider pour une conversation avec les autres passagers.
hint02_quest16_slot08;Adil pourrait également être en mesure d'aider.
text_quest17_slot01_titel;Quitter la cellule
text_quest17_slot01_content;Plus de victimes. Je dois sortir de cette cellule et avertir l'Offcier Zellner.
hint_quest17_slot01;Je peux peut-être atteindre quelque chose en dehors de la cellule qui m'aidera.
text_quest17_slot02_titel;Sortir de la soute
text_quest17_slot02_content;Les deux portes de la soute sont verrouillées. Il doit y avoir un autre moyen de sortir.
text_quest17_slot03_content;Je ne peux pas retirer la grille à mains nues. Peut-être qu'il y a un moyen de l'arracher.
hint_quest17_slot03;La grue peut être utile, mais je ne peux pas l'attacher directement aux barreaux.
text_quest18_slot01_titel;Trouver le docteur Gebhardt
text_quest18_slot01_content;Où est le docteur Gebhardt ? Je dois le trouver !
text_quest19_slot01_titel;Entrer dans le musée
text_quest19_slot01_content;J'ai besoin d'entrer dans le musée, afin d'obtenir les plans cachés de la salle du trésor.
text_quest19_slot02_content;Le gardien ne veut pas me laisser entrer dans le musée. Je dois le convaincre que j'y suis autorisé.
hint_quest19_slot02;Il semble qu'une partie du musée est en cours de rénovation. Je pourrais faire semblant d'être un artisan.
text_quest19_slot03_content;Mince, le nom sur les vêtements volés n'est pas sur la liste des artisans.
text_quest19_slot04_content;Je ne peux pas entrer par le toit pour le moment. Peut-être que je trouverai un moyen une fois que j'aurai les plans.
text_quest19_slot05_content;Il y a une note à côté du toit sur les plans. C'est peut-être ma chance d'entrer dans le musée.
hint01_quest19_slot05;Le même symbole apparaît sur les plans et la cheminée. Les numéros à côté d'elle ont aussi peut-être quelque chose à voir avec la cheminée.
hint02_quest19_slot05;Ils lisent de droite à gauche dans les pays arabophones.
text_quest20_slot01_titel;Lumière dans le sous-sol
text_quest20_slot01_content;Je vois presque rien dans l'obscurité de la cave. J'ai besoin de lumière.
text_quest20_slot02_content;Interrupteur, câble, prise... tout est prêt. J'ai juste besoin d'enlever la rouille des culots des ampoules.
hint_quest20_slot02;Je n'ai pas de papier de verre avec moi, mais je peux peut-être trouver une surface abrasive similaire pour faire le boulot.
text_quest20_slot03_titel;Ouvrir la fenêtre
text_quest20_slot03_content;J'ai besoin d'ouvrir la fenêtre, mais l'alarme se déclenche dès que les contacts électriques sont coupés.
hint_quest20_slot03;il y a peut-être un moyen de shunter le circuit ?
text_quest20_slot04_titel;Ouvrir la vitrine
text_quest20_slot04_content;Je suis dans la salle du trésor, mais il y a toujours le verre pare-balles de la vitrine entre l'oeil et moi.
hint_quest20_slot04;Je peux peut-être utiliser quelque chose pour briser la vitre.
index_note_start_01;Le retour du Corbeau ?
a00_common_01_diary;Ceci est l'ordinateur portable privé du Gendarme Anton Jakob Zellner. Si vous trouvez ce livre, veuillez l'envoyer directement au siège de la police de Zurich.
a00_common_02_museum;23 Sept. 1963 \n Un précieux rubis a été volé au British Museum à Londres. L'un des deux "Oeil du Sphinx" légendaires. La presse est dans tous ses états, comme on pourrait s'y attendre. Ils reprochent au "Nouveeau Corbeau" de salir la réputation de l'ancien. Ce dernier n'ayant jamais blessé quiconque au cours de ses exploits.
a00_common_03_task;24 Sept. 1963 \n Je l'ai fait ! Je me suis levé et j'ai dit au capitaine droit dans les yeux que je - je ! - voulais cette affectation. Il était trop choqué pour dire non. L'inspecteur Nicolas Legrand, ici, en Suisse ! C'est une opportunité que je ne peut tout simplement pas laisser passer. Mais qu'est-ce qu'il fait ici ?
a00_common_04_newspaper_a;London Post, 11 Sept. 1963 \n Legrand chasse “l'Hertier du Corbeau”! \n Selon les informations obtenues par le journal, Nicolas Legrand, 33 ans, de nationalité française et enquêteur spécial à Interpol, a repris l'affaire de "l'Héritier du Corbeau". Legrand est reconnu parmi ses collègues à travers l'Europe comme un enquêteur incisif et un fin limier. Il a d'abord démontré ses talents il y a cinq ans, lorsque le jeune policier a surpris le monde en attrapant le Corbeau, le criminel le plus recherché dans toute l'Europe. Une fusillade a éclaté alors qu'il tentait d'appréhender le voleur, entraînant la mort du cambrioleur.
a00_common_04_newspaper_b;Le Corbeau, il faut le dire, était très estimé par le public pour ses habiles vols audacieux. \n Un criminel imitateur nous tourmente depuis plusieurs mois maintenant - si l'imitateur laisse des plumes de corbeau sur les scènes de ses crimes, ses vols présentent aucun raffinement des tactiques du Corbeau original. Les trois derniers vols ont abouti à un total de cinq blessés dont un grièvement mais par la grâce de Dieu, aucun décès. \n Scotland Yard, Interpol et l'inspecteur Legrand n'ont pas pu être joint pour donner leur avis.
index_note_inspektor_01;L'inspecteur Nicolas Legrand
a00_inspektor_dialog_01;Legrand a l'air différent en vrai. Plus vieux, plus usé. C'est encore un grand enquêteur. Mais il y a des rumeurs que ses méthodes au cours des dernières années seraient devenus, dirons-nous, imprudente.
a05_inspektor_note_inWater_01;Il veut trouver le Corbeau à tout prix. Il est prêt à risquer sa carrière pour ça. Il ne pouvait simplement se reposer sur ses lauriers jusqu'à sa retraite. Pourtant, c'est la dernière chose qu'il a en considération. Il a besoin de faire ses preuves. Un adversaire vraiment impressionnant. Et un allié...
a05_inspektor_raven_back_01;Legrand estime qu'il pourrait avoir tiré sur le mauvais homme à Paris ! Il pense qu'il est possible que l'ancien Corbeau soit toujours en vie - et qu'il soit de retour !
a07_inspektor_writer_ta_inspektor_01;Lady Westmacott dit que Legrand a un regard étrange. J'ai remarqué aussi. Cette chasse au Corbeau - ce n'est pas seulement un travail pour lui. C'est quelque chose de plus...
a07_inspektor_drugs_01;J'ai surpris Legrand a s'injecter quelque chose. Une sorte de stimulant. Ça pourrait expliquer ses sautes d'humeur.
a10_inspektor_a10_start_01;Legrand semble convaincu que le Dr Gebhardt était le corbeau - et l'ancien aussi. Quelque chose ne colle pas pour moi - Legrand se laisse convaincre trop facilement...
a11_inspektor_not_ambassy_01;Legrand a dit qu'il irait à l'ambassade française. Mais l'Officier Oliver a dit que ce n'était pas le cas. L'un d'eux ment, c'est clair - mais pourquoi ?
index_note_legrands_trap_01;Le piège de Legrand
a00_legrands_trap_talkto_01;Legrand semble tendre un piège pour le nouveau Corbeau. Je devrais essayer d'en savoir plus sur ses projets...
a01_legrands_trap_wagon_01;L'inspecteur Legrand et l'officier Robert Oliver de Scotland Yard gardent un coffre-fort dans le wagon. Est-ce que le Corbeau tombera vraiment dans le panneau ? Et même, seront-ils assez de deux pour pouvoir l'attraper ? J'ai des doutes...
a02_legrands_trap_bomb_01;Une bombe ! Il y avait une bombe dans le coffre ! \n Il a faillit nous éparpiller façon puzzle ce maudit criminel ! \n Legrand se reproche de ne pas avoir vérifié le coffre. Mais je ne pense pas que ce soit le problème. Le Corbeau doit avoir posé la bombe dans le coffre avant qu'il ne soit placé dans le coffre-fort de la banque - un exploit incroyable ! Et la lettre - Comment a t-il réussi à placer la lettre sur le coffre-fort avec trois personnes se tenant à proximité ? \n Le but de l'attaque est assez clair, cependant. Le Corbeau voulait se débarrasser de Legrand afin de pouvoir voler le deuxième oeil tranquillement. Mais il a eu tout le contraire - Legrand ne va pas abandonner. C'est évident. Et moi aussi, j'ai une nouvelle raison de remettre ce criminel à la justice !
a05_legrands_trap_terrorist_01;L'officier Oliver m'accuse d'avoir poser la lettre. Il dit que seul lui, l'inspecteur Legrand et moi étions présents... Il marque un point là...
index_note_fiddler_01;Le violoniste
index_note_fiddler_02;Le violoniste (David Kreutzer)
a01_fiddler_whoishe_01;Il y a un homme avec un étui à violon assis dans le wagon-salon. \n Il déclare être soliste. Il semble usé pour ça. Sa main tremble. \n Il dit être en chemin pour Venise. Puis se rendra au Caire par navire pour donner un concert au Musée égyptien.
a01_fiddler_wallet_01;Il a profité de l'occasion et a empoché le sac. Il semble avoir des problèmes d'argent. On ajoute à ça sa moralité douteuse on obtient une combinaison dangereuse.
a01_fiddler_writer_ta_fiddler_01;Lady Westmacott considère Kreutzer être le genre d'homme à vivre aux crochets des autres.
a07_fiddler_pistol_01;Kreutzer prétend qu'il était ivre la nuit dernière et ne se rappelle plus ce qui s'est passé. L'arme lui appartient. Un Luger 08. Était-il vraiment saoul ? Ou jouait-il la comédie ? Et puis il y a la possibilité que quelqu'un essaie de tout lui mettre sur le dos. Cela expliquerait pourquoi ils n'ont pas jetés le Luger dans la mer - pour faire tomber la suspicion sur le violoniste.
index_note_indy_01;Professeur Edgar Lucien
a01_indy_first_talk_01;J'ai fait la connaissance du professeur Lucien du British Museum de Londres. Il affirme que le vol au musée l'a à peine affecté. Je ne le crois pas. Il semble plutôt nerveux.
a01_indy_baroness_ta_indy_01;La Baronne von Trebitz dit que le professeur Lucien est un égyptologue et également chef du département égyptien du musée. L'oeil volé du Sphinx était de son ressort. Il ne m'a rien dit de tout cela. Il m'a clairement menti. Qu'est-ce qu'il cache ?
a07_indy_forecastle_01;Le professeur Lucien semble éprouver quelque chose pour Mme Miller. Même ses nerfs semblent plus calmes... Ou ils l'étaient jusqu'à ce que je dise clairement qu'il y a peut-être encore un voleur et un meurtrier à bord. Il a alors rapidement pris son congé et est parti à sa cabine.
a10_indy_eye_01;Le bon professeur a pris possession de l'Oeil du Sphinx à Londres et l'a caché. Il avait peur que le coffre ne soit pas sûr. Courageux mais stupide. Si quelqu'un avait eu vent de ce qu'il avait fait, il aurait été trop facile pour lui d'obtenir le joyau. \n Mais ça expliquerait certainement pourquoi le professeur était tellement nerveux dans le train et sur ​​le bateau. Et je peux le rayer de ma liste de suspects. Il avait déjà volé le bijou - s'il voulait vraiment le garder, il ne l'aurait pas rendu.
index_note_closed_door_01;Le compartiment verrouillé
a01_closed_door_01;The door to Professor Lucien's compartment is locked. From the outside? Or from the inside? And who locked it in the first place?
a01_closed_door_open_window_01;I think the door was locked from the inside and that whoever locked it escaped through the window. If I'm right, then there really is a thief on the train.
a01_closed_door_button_01;I found a button in the compartment. Might be a clue. Or it might be nothing.
index_note_butler_01;James the Butler
a01_butler_first_talk_01;Baroness von Trebitz and her butler have their own luxury compartment on the train. In my considered opinion, though, there's not a compartment on any train in the world large enough to share with the baroness. Her butler James must have the patience of a saint.
a01_butler_wound_01;James suffered an injury to his right arm. Says it's an old war wound. Seems like the arm isn't completely lame, but he can't move it much. He makes do as best he can. 
a07_butler_staircase_talk_01;James is worried about the consequences for his career if the murderer isn't caught. The baroness' death in itself doesn't seem to concern him much. Possibly because he's only been in her service for a couple of months.
index_note_missing_wallet_01;Missing purse
a01_missing_wallet_first_01;A missing purse — not exactly the case of the century. And I can't imagine that the Raven's somehow mixed up in it. All the same, I'm a police officer and I really should make an effort to find the purse.
a01_missing_wallet_found_01;I suspect the baroness lost her purse and that Kreutzer, the violinist, found and pocketed it. Or could he be a pickpocket? Whatever the case may be, he's committed a crime.
a01_missing_wallet_checked_01;I couldn't resist taking a peek in the purse. Shouldn't have, of course. It's hardly my place as a representative of the state to go riffling through other people's things. And it didn't reveal any new clues.
index_note_baroness_01;Baroness von Trebitz
a01_baroness_first_01;The baroness seems accustomed to being the center of attention. A trying person in my estimation. But also a generous philanthropist. She travels the world, supporting museums and galleries. It's she who's financing the exhibition in Cairo: the first time in centuries that both Eyes of the Sphinx will be displayed together. 
a07_baroness_dead_01;Baroness von Trebitz has been murdered. Terrible. The first corpse I've seen up close. She was lying in a pool of her own blood on her bed. Even though I could hardly stand at the time, it's a sight I'll never forget.
a07_baroness_butler_talk_01;The baroness was an alcoholic and a diabetic. And yet she never went to a doctor. Seems as though she had something of an aversion to the people dressed in white. She was rather disorganized and, according to her butler, the mess of photos in her cabin was her own doing.
a07_baroness_diary_01;The baroness suffered a heavy loss. She wrote of nightmares in her diary and she carried the past with her in her many photographs. I suspect her family was killed in the war.
a07_baroness_why_01;I don't know what the doctor's motive is, but I suspect it's tied up with their mutual past.
index_note_writer_01;Lady Clarissa Westmacott
a01_writer_first_talk_01;I just adore her! To me, she's the greatest author of the century! And certainly the most successful.  \n It's such a shame that she stopped writing. Haven't read anything about it in the press yet. Fans around the world will be in an uproar when they find out! \n Clarissa Westmacott's most successful mysteries: \n Little Indians \n Death on the Rails \n Murder in Egypt \n Under a Full Moon \n Style's Affair of Mystery \n The Vicarage in the Mirror \n Maurice Partout's Easter\n Little Indians sold more than 100 million copies, making it the most successful mystery novel of all time.
a07_writer_ta_boy_01;Lady Westmacott really cares about Mrs. Miller and especially Matt. She also knows a surprising amount of their history. I can't imagine her taking such an interest in all of her employees!
a10_writer_ta_boy_02;Lady Westmacott is Matt's grandmother! She has a son from whom she's estranged. He married a young American woman and they moved to the USA. She had a son.  \n That explains why Lady Westmacott is so interested in Matt. Maybe she wants to make up for what happened with her son.
index_note_caretaker_boy_01;Mary Miller and Matt Miller
a01_caretaker_boy_woodpistol_01;Ms. Miller was introduced to me as Lady Westmacott's “companion”.  I think she's really more of a carer. She seems rather tense. Nervous and a bit unbalanced. Maybe it has something to do with her son, Matt? \n I like Matt. He's a lively, inquisitive boy. But it seems like his mother's got her hands full dealing with him.
a01_caretaker_boy_father_01;Ms. Miller and Matt's father seem to be separated. It seems like the boy blames her for it. Lady Westmacott really seems to like Matt. She's paying for a good education for him.
a03_caretaker_boy_why_train_01;The boy couldn't control himself and slipped onto the train to get his wooden pistol back. That was dangerous and courageous and adventurous... I want to be cross with him, but I can't.
a07_caretaker_boy_romance_01;Seems like something of a romance is brewing between Ms. Miller and Professor Lucien — and Matt doesn't seem terribly pleased about it. Maybe he doesn't want to share his mother... Or maybe he wants to protect her.
a10_caretaker_boy_romance_02;Professor Lucien will accompany Ms. Miller on the Nile cruise. One can never be certain in such matters, but I do believe the two of them have a chance...
a10_caretaker_boy_romance_03;The romance between Ms. Miller and Professor Lucien ended before it really began. Who knows, maybe that's for the best...
index_note_doctor_01;Doctor Gebhardt
a01_doctor_first_talk_01;I already spoke to Doctor Gebhardt in Zurich. He's a German doctor. Planning on finishing up his career in Italy. I can't say I found him particularly likeable. He's polite and courteous, but I don't really think his friendliness is genuine. Something's off.
a05_doctor_talk_pier_01;Doctor Gebhardt seems to have high hopes for his new job — his new life, really. And he advised me to take it easy. If I take care of myself, my heart will keep up for a few more years. But would that be any way to spend my last years?
a07_doctor_blood_01;The blanket in the baroness' cabin was soaked in fake blood. Why didn't Doctor Gebhardt notice? And where's the blanket now?
a09_doctor_murder_01;It was Doctor Gebhardt! HE murdered the baroness — and he wanted to do me in as well. He drugged me; I barely escaped with my life. He said that I wanted to pin something on him, that I planted clues, and asked me why I couldn't just leave him in peace. I think he's mad.
a10_doctor_missing_01;There's no trace of Doctor Gebhardt. Maybe he leapt into the sea, as he wrote in his suicide note. But maybe he's still alive...
index_note_constable_01;Constable Robert Oliver
a01_constable_first_01;The constable seems to be an honest man, but not a clever one. He worships Legrand, that much is clear. He's proud to be working at the side of the great detective. To be honest, I'd feel the same in his place. 
a01_constable_read_01;Constable Oliver was in the British Museum the night of the robbery! Most curious... He was just a stone's throw from the Raven when he stole the first Eye. And now he's supposed to be guarding the other one?
a07_constable_first_dialog_01;The constable's none too pleased that I'm on board. I think he's jealous. HE wants to be Legrand's right-hand man. It's not as though I'm after his job. I'd rather lead than follow.
a10_constable_guard_01;I surprised Constable Oliver standing over an unconscious guard in the guardroom. I don’t know if he knocked him out or not. But isn’t it strange that every time the Raven strikes, Constable Oliver is there as well?
index_note_dark_figure_01;Shadow on the train
a05_dark_figure_train_01;Matt saw a shadowy figure on the train. Could it have been the new Raven? Someone must have placed the letter on the safe, that much is clear. But the Raven paid accomplices in the old days. Maybe the new Raven does the same? \n The shadow lost a ticket for a Mediterranean cruise. Its final destination: Cairo. I think I know what else will be on board. 
a06_dark_figure_talk_constable_01;Another shadow! Constable Oliver spotted it this time. Could it be the same person?
index_note_three_keys_01;Three keys
a05_three_keys_talk_safe_01;According to Legrand, the safe transporting the Eye of the Sphinx to Cairo is secured by three locks. Professor Lucien, Baroness von Trebitz and Dr. Mokhtar, the director of the Egyptian Museum in Cairo, each have one. \n We have to assume that the Raven already managed to make an impression of the professor's key on the train. He may also have already copied the director's key. That just leaves Baroness von Trebitz's key…
a07_three_keys_third_01;Legrand fooled everyone! He took the third key from the baroness. Supposedly because he was worried about her messiness. Regardless, the third key was never really in danger. But the baroness is dead now and Legrand must ask himself if he's to blame. He led us all to believe that SHE had the third key.
a10_three_keys_legrand_01;The three keys were useless. The safe was empty. Professor Lucien managed to pocket the Eye of the Sphinx at the bank and only pretended to place it in the safe.
index_note_old_raven_01;Old Raven / New Raven
a05_old_raven_tw_investigator_01;Inspector Legrand harbors the suspicion that he shot the wrong man five years ago. If that's true, then the Raven may have returned after all. Legrand's evidence: the raven feather, the handwriting in the letter and the fact that the writer addressed him as “Nico”, something only the old Raven did. 
a05_old_raven_tw_investigator_02;But does that amount to persuasive evidence? Not for me. Everyone knows that the Raven used raven feathers as his symbol. Handwriting can be faked. And anyone involved with the case back then could have known — and revealed — that the Raven teased Legrand by calling him Nico. \n The modus operandi just doesn't match, he has to see that! The old Raven was always careful that no one was injured during his heists. The new Raven tried to blow us all to kingdom come. I think Legrand, bloodhound that he is, is barking up the wrong tree.
a05_old_raven_doctor_confession_01;The doctor's confession has given me a lot of food for thought. My gut feeling is that he's not responsible for everything. But I don't have any evidence to back that up. \n The note is also interesting for another reason. It proves that whoever really is behind it all was present at the alleged death of the Raven five years ago. Has the old Raven returned from the grave like the newspapers claim?
