characters_araber;Araber
texts_a01_grossraumwagon_herztabletten_mo_inventar_1;Comprimés
texts_a01_grossraumwagon_herztabletten_mo_inventar;Comprimés
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_1;Des comprimés, pour mon coeur.
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_2;Je suis censé en prendre une si j'ai des douleurs. J'en ai pas encore eu besoin.
texts_a01_grossraumwagon_portemonnaie_mo_inventar_1;Porte-monnaie
spokentexts_a01_grossraumwagon_portemonnaie_ex_1_st_1;Je l'ai acheté la semaine dernière, d'occasion. Je l'aime parce qu'il semble avoir une histoire.
spokentexts_a01_grossraumwagon_portemonnaie_ex_1_st_2;Il a été mis de côté pour un modèle plus récent, même si il est encore tout à fait correct.
texts_a02_uebergang_leiter_hinunter_mo_leave_1__2;Descendre du train
spokentexts_a02_uebergang_leiter_hinunter_ex_1_st_1;Le mécanisme de couplage est là. Mais je peux à peine le voir. J'ai besoin de lumière !
spokentexts_a02_uebergang_leiter_hinunter_ex_2_st_1;Je ne peux découpler le wagon du reste du train d'ici !
sequences_a02_uebergang_leiter_hinunter_leave_1#1;[Ohi erases the matchstick, throws it away.]
sequences_a02_uebergang_leiter_hinunter_leave_1#2;[Ohi begins to climb the ladder down, max. 2 seconds.]
sequences_a02_uebergang_leiter_hinunter_leave_2#1;[Ohi begins to climb the ladder with the torch in his hand down, max. 2 seconds.]
texts_a02_uebergang_leiter_zum_dach_mo_use_1-5;Monter à l'échelle
spokentexts_a02_uebergang_leiter_zum_dach_ex_1_st_1;Je pense que le bruit pouvait provenir du toit du wagon-salon...
sequences_a02_uebergang_leiter_zum_dach_use_1#1;[Ohi takes the ladder and ascends very slowly, carefully and quietly as possible.]
sequences_a02_uebergang_leiter_zum_dach_use_1#2;[Cut to the roof edge. Ohis head slowly rises over the edge.]
sequences_a02_uebergang_leiter_zum_dach_use_1#3;[Ohi looks over the edge, his eyes wander around searching.]
spokentexts_a02_uebergang_leiter_zum_dach_use_1_st_1;Il y a quelqu'un ?
sequences_a02_uebergang_leiter_zum_dach_use_1#5;[Cut. You can see Ohi in the foreground as he stands on the steps and looks into the dark. Neither he nor the players can recognize something. Ohi waits about two seconds.]
sequences_a02_uebergang_leiter_zum_dach_use_1#6;[Back onto the edge and to the face of Ohi. Since there is no response, his head disappears. Cut to the back transition.
sequences_a02_uebergang_leiter_zum_dach_use_1#7;[You can just see how Ohi takes the second leg of the ladder.]
spokentexts_a02_uebergang_leiter_zum_dach_use_2_st_1;Je suis sûr que le bruit provenait du toit. Mais on peut même pas voir sa main devant son visage là-haut.
sequences_a02_uebergang_leiter_zum_dach_use_3#1;[Ohi lights a matchstick.]
sequences_a02_uebergang_leiter_zum_dach_use_3#2;[Ohi captured the ladder ascends very slowly, carefully and quietly as possible. He can only use one hand, in the other he has the lighted match.]
sequences_a02_uebergang_leiter_zum_dach_use_3#3;[Cut to the roof edge. Ohis head slowly rises over the edge, then comes the hand with the matchstick.]
sequences_a02_uebergang_leiter_zum_dach_use_3#4;[Ohi looks over the edge, his eyes wander around searching.]
sequences_a02_uebergang_leiter_zum_dach_use_3#6;[Cut. You can see Ohi in the foreground as he stands on the steps and looks into the dark. Despite the match you can see only a few meters wide and sees nothing but the dust-covered roof and dust in the air. Ohi waits about two seconds.]
sequences_a02_uebergang_leiter_zum_dach_use_3#7;[Cut. You can see Ohi in the foreground as he stands on the steps and looks into the dark. Despite the match you can see only a few meters wide and sees nothing but the dust-covered roof and dust in the air. This shot is only short.]
spokentexts_a02_uebergang_leiter_zum_dach_use_3_st_2;Hmm. Rien.
sequences_a02_uebergang_leiter_zum_dach_use_3#9;[Back onto the edge and to the face of Ohi. Since there is no response, his head disappears. Cut to the back transition.
sequences_a02_uebergang_leiter_zum_dach_use_3#10;[You can just see how Ohi takes the second leg of the ladder. The matchstick is still in his hand]
spokentexts_a02_uebergang_leiter_zum_dach_use_4_st_1;Impossible de voir quelque chose là-haut. Trop de poussière et de fumée dans l'air.
spokentexts_a02_uebergang_leiter_zum_dach_use_5_st_1;Le tunnel est bouché. Nous devons faire sortir le train. C'est la première des priorités !
texts_a02_uebergang_raeder_mo_ex_1;Examiner les roues
spokentexts_a02_uebergang_raeder_ex_1_st_1;Les roues sont sortis des rails lors de l'explosion.
spokentexts_a02_uebergang_raeder_ex_1_st_2;Même s'il était possible de sortir la voiture des décombres, on n'irait pas loin.
texts_a02_uebergang_transportwagen_mo_betrachte_1-4;Examiner les dégâts
sequences_a02_uebergang_transportwagen_ex_1#1;[Ohi leans over the railing, looking along the transpaortwaggon (idle).]
spokentexts_a02_uebergang_transportwagen_ex_1_st_1;Le tunnel peut très bien s'être effondré. Il est difficile d'en voir une grande partie à cause de l'obscurité et de la poussière.
spokentexts_a02_uebergang_transportwagen_ex_1_st_2;Mais quelque chose a certainement écrasé l'arrière de la voiture de fret.
sequences_a02_uebergang_transportwagen_ex_1#4;[Ohi goes back to the normal pose.]
sequences_a02_uebergang_transportwagen_ex_2#1;[Ohi leans over the railing, looking along the transpaortwaggon (idle).]
spokentexts_a02_uebergang_transportwagen_ex_2_st_1;Il est possible que les autres wagons soient intacts et que le seul abimé soit celui dans lequel la dynamite a explosé.
spokentexts_a02_uebergang_transportwagen_ex_2_st_2;Mais je vais devoir découpler le train si on veut le faire sortir du tunnel.
sequences_a02_uebergang_transportwagen_ex_2#4;[Ohi goes back to the normal pose.]
spokentexts_a02_salonwagen_streichhoelzer_use_3_st_1;Il y a un courant d'air incroyable. Peut-être est-ce à cause de l'incendie ou peut-être qu'il y a un autre trou à travers lequel l'air s'engouffre.
spokentexts_a02_uebergang_transportwagen_ex_3_st_2;De l'air frais serait bienvenu mais je ne sais pas combien de temps nous disposons avant que l'oxygène soit consommé par le feu.
spokentexts_a02_uebergang_transportwagen_ex_4_st_1;Les flammes n'ont pas beaucoup d'incidence sur le courant d'air.
texts_a02_uebergang_transportwagentuer_mo_ex_1__2;Examiner la porte
texts_a02_uebergang_transportwagentuer_mo_use_1;Ouvrir la porte
sequences_a02_uebergang_transportwagentuer_ex_1#1;[Ohi goes to the door and looks at it.]
spokentexts_a02_uebergang_transportwagentuer_ex_1_st_1;Le piège de l'inspecteur a échoué. Le voleur doit avoir eu vent de tout cela.
spokentexts_a02_uebergang_transportwagentuer_ex_1_st_2_direction;thoughtfully
spokentexts_a02_uebergang_transportwagentuer_ex_1_st_2;Hmm, pire que ça...
spokentexts_a02_uebergang_transportwagentuer_ex_1_st_3;Il a renversé les rôles.
spokentexts_a02_uebergang_transportwagentuer_ex_1_st_4;Pour gagner au jeu du chat et de la souris, vous devez savoir qui est le chat et qui est la souris.
sequences_a02_uebergang_transportwagentuer_ex_2#1;[Ohi goes to the door and looks at it.]
spokentexts_a02_uebergang_transportwagentuer_ex_2_st_1;Cette porte a sauvé nos vies.
spokentexts_a02_uebergang_transportwagentuer_ex_2_st_2;Elle a réduit l'impact de l'explosion et nous a protégés des éclats.
sequences_a02_uebergang_transportwagentuer_use_1#1;[Ohi lays his right hand on the door. The animation will also work with a match or torch.]
spokentexts_a02_uebergang_transportwagentuer_use_1_st_1;Elle est encore toute chaude et bien trop déformée pour l'ouvrir.
sequences_a02_uebergang_transportwagentuer_use_1#3;[Suddenly Ohi hears a faint sound behind. It could come from the roof of the saloon waggon.]
spokentexts_a02_uebergang_transportwagentuer_use_1_st_2_direction;weak cough
spokentexts_a02_uebergang_transportwagentuer_use_1_st_2;*tousse tousse*
sequences_a02_uebergang_transportwagentuer_use_1#5;[Ohi lets the door, turns and is listening attentively.]
texts_a02_uebergang_tuer_zum_salonwagen_mo_leave_1;Aller dans le wagon-salon.
sequences_a02_uebergang_tuer_zum_salonwagen_leave_1#1;[Ohi walks to the door, the scene is changed.]
sequences_a02_uebergang_seq_a02_ubergang_vom_boden_mit_fackel#0;[Ohi climbs quickly with the torch in his hand to the transition.]
sequences_a02_uebergang_seq_a02_ubergang_vom_boden_ohne_fackel#0;[Ohi climbs back quickly to the transition.]
sequences_a02_uebergang_seq_a02_uebergang_der_plan#0;[All three men lying on the floor in the lounge car. Slowly they rattle up.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_1_direction;cough
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_1;*tousse tousse*
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_2_direction;getting back, groans
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_2;Ohhrgh.
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_3;Tout le monde va bien ?
sequences_a02_uebergang_seq_a02_uebergang_der_plan#4;[The investigator crawls to Ohi, which seems even more struck and takes him on the shoulder.]
sequences_a02_uebergang_seq_a02_uebergang_der_plan#5;[Shot of Ohis view. The blurred face of the investigator. All sounds are heard muffled, distant and distorted to.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_4;Vous êtes blessé ?
sequences_a02_uebergang_seq_a02_uebergang_der_plan#7;[Cut back.]
sequences_a02_uebergang_seq_a02_uebergang_der_plan#8;[Ohi shakes his head, trying to hold somewhere to get up. He pulls himself up so far that he can sit with his back against a wall (idle).]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_5;Bonne réaction ! Bien joué, Zellner.
sequences_a02_uebergang_seq_a02_uebergang_der_plan#10;[The guard is now back on his feet. He opens the window and leans out. He looks in the direction of transport wagon (idle). Investigators leaves of Ohi, stands, holds himself with one hand on the wall, with the other he holds his head (idle).]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_6_direction;strenuous coughing
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_6;Uff-uff.
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_7;Je crois que le tunnel s'est effondré.
sequences_a02_uebergang_seq_a02_uebergang_der_plan#13;[The investigator stops, turns to the guard. He is now back in the normal pose.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_8;Il est pris au piège ! Dépêchez-vous ! Nous devons verrouiller la deuxième sortie !
sequences_a02_uebergang_seq_a02_uebergang_der_plan#16;"[From further away from the tunnel you can hear cries of ""Fire"", screams of pain and fear.]"
sequences_a02_uebergang_seq_a02_uebergang_der_plan#17;[The guard looks down the tunnel towards locomotive  (idle).]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_10;Monsieur ! Il y a le feu droit devant ! Le moteur brûle !
sequences_a02_uebergang_seq_a02_uebergang_der_plan#19;[The investigator shakes his head vigorously, then points towards the tunnel exit.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_11;C'est une diversion ! Dépêchez-vous ! Bloquez la sortie !
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_12;Mais monsieur !
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_13_direction;tattered
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_13;Le feu consomme tout l'oxygène !
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_14;Il a raison, inspecteur. Un incendie dans un tunnel est extrêmement dangereux !
sequences_a02_uebergang_seq_a02_uebergang_der_plan#24;[The investigator goes to the window and looks also forward (idle). He hits frustrated with one hand against the wall.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_15_direction;frustrated
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_15;Merde !
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_16_direction;angry, frustrated
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_16;Allez à l'avant du train, trouvez l'ingénieur et dites-lui de déplacer le train hors du tunnel.
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_17;Bien monsieur !
sequences_a02_uebergang_seq_a02_uebergang_der_plan#28;[The guard climbs off the train in the tunnel and disappears. The investigator turns to Ohi.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_18;Vous êtes prêt ?
sequences_a02_uebergang_seq_a02_uebergang_der_plan#30;[Ohi nods. The investigator holds his hand out. Ohi is pulled to his feet. He is, however, first standing bent, draws with both hands on his knees (idle).]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_19;Vous devez découpler le wagon, vous comprenez ?
sequences_a02_uebergang_seq_a02_uebergang_der_plan#32;[Ohi nods, coughs in his right fist.]
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_20_direction;cough
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_20;Erk! Je comprends.
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_21;Je vais voir les passagers. Ils doivent tous attendre dans le tunnel. Nous allons vérifier qu'il sont tous sorti.
sequences_a02_uebergang_seq_a02_uebergang_der_plan#35;"[Ohi makes an ""all clear, go away"" movement, pulls together and then is back to normal. The investigators nods approvingly.]"
spokentexts_a02_uebergang_seq_a02_uebergang_der_plan_st_22;Au boulot.
sequences_a02_uebergang_seq_a02_uebergang_der_plan#37;[The investigator takes the flashlight that is still on, from the ground and disappears from the train.]
sequences_a02_uebergang_seq_streichholz_erlischt#1;[The match flickers briefly and then goes out. ]
spokentexts_a02_uebergang_seq_streichholz_erlischt_st_1;Il y a un courant d'air assez fort ici. Le feu aspire l'oxygène !
texts_a02_boden_koppelungsmechanismus_mo_use_1__2;Découpler le wagon.
texts_a02_boden_koppelungsmechanismus_mo_used_mit_fackel;Nettoyer l'huile et la graisse du mécanisme
texts_a02_boden_koppelungsmechanismus_mo_used_mit_vorhang;Nettoyer l'huile et la graisse du mécanisme
spokentexts_a02_boden_koppelungsmechanismus_ex_1_st_1;Je suis sûr de pouvoir découpler la voiture... Si seulement j'avais assez de lumière pour voir ce que je fais !
sequences_a02_boden_koppelungsmechanismus_use_1#1;[Ohi touches the mechanism.]
spokentexts_a02_boden_koppelungsmechanismus_use_1_st_1;Je suis sûr de pouvoir découpler la voiture... Si seulement j'avais assez de lumière pour voir ce que je fais !
sequences_a02_boden_koppelungsmechanismus_use_2#1;[Ohi touches the mechanism.]
spokentexts_a02_boden_koppelungsmechanismus_use_2_st_1;Je peux sentir du métal froid, un pas de vis... et beaucoup de graisse.
spokentexts_a02_boden_koppelungsmechanismus_use_2_st_2;Mais je ne peux pas en faire plus sans lumière.
sequences_a02_boden_koppelungsmechanismus_used_mit_fackel#1;[Ohi takes the torch and wrapped it in the curtain. Then he lays back the torch.]
sequences_a02_boden_koppelungsmechanismus_used_mit_fackel#2;[Ohi rubs with the curtain the mechanism.]
spokentexts_a02_boden_koppelungsmechanismus_used_mit_fackel_st_1;D'accord. Je vais répandre un peu de graisse et d'huile sur le rideau...
sequences_a02_boden_koppelungsmechanismus_used_mit_fackel#4;[Ohi takes the torch, wrapped the smeared curtain around and puts the torch away.]
sequences_a02_boden_koppelungsmechanismus_used_mit_vorhang#1;[Ohi rubs with the curtain the mechanism.]
spokentexts_a02_boden_koppelungsmechanismus_used_mit_vorhang_st_1;D'accord. Je vais répandre un peu de graisse sur le rideau...
sequences_a02_boden_koppelungsmechanismus_used_mit_vorhang#3;[Ohi puts the curtain back on.]
texts_a02_boden_kopplung_mo_ex_2;Examiner l'attelage
texts_a02_boden_kopplung_mo_use_1-3;Découpler le wagon
spokentexts_a02_boden_kopplung_ex_1_st_1;Un mécanisme incroyablement basique... Du genre qui dure éternellement.
sequences_a02_boden_kopplung_use_1#1;[Ohi tries to decouple the waggon by pulling the hook. Nothing happens.]
spokentexts_a02_boden_kopplung_use_1_st_1;Ça ne bougera pas. Trop de tension sur l'attelage.
spokentexts_a02_boden_kopplung_use_2_st_1;Je ne pense pas que cela fonctionne. Tant que il y a autant de tension, le couplage ne ​​bougera pas.
sequences_a02_boden_kopplung_use_3#1;[With some effort Ohi succeeds, to decouple the two waggons. He let the coupling (which depends on the transportwaggon), fall to the floor.]
spokentexts_a02_boden_kopplung_use_3_st_1_direction;effort
spokentexts_a02_boden_kopplung_use_3_st_1;Argh !
spokentexts_a02_boden_kopplung_use_3_st_2_direction;satisfied
spokentexts_a02_boden_kopplung_use_3_st_2;Ça y est !
spokentexts_a02_boden_kopplung_use_3_st_3;Il est temps de sortir d'ici !
texts_a02_boden_schwengel_mo_ex_2;Examiner le levier
texts_a02_boden_schwengel_mo_use_1;Tourner le levier
spokentexts_a02_boden_schwengel_ex_1_st_1;Un levier qui fait pression sur un manchon le long d'un filetage ......
spokentexts_a02_boden_schwengel_ex_2_st_1;Bien. L'attelage n'est plus sous tension. Je devrais être capable de découpler maintenant !
spokentexts_a02_boden_schwengel_use_1_st_1;Aha ! Je ne peux pas découpler avec ce levier.
sequences_a02_boden_schwengel_use_1#2;[Ohi turns the stick several times, until the coupling depends limply.]
spokentexts_a02_boden_schwengel_use_1_st_2;D'accord...
texts_a02_boden_zurueck_nach_oben_mo_leave_1_2;Remonter en haut
sequences_a02_boden_zurueck_nach_oben_leave_1#1;[Ohi gets up.]
sequences_a02_boden_zurueck_nach_oben_leave_2#1;[Ohi takes the torch, then gets up.]
sequences_a02_boden_leave_1#1;[Ohi takes the torch in his hand again and climb up the stairs]
sequences_a02_boden_leave_2_mit_stuhlbein#1;[Ohi takes the chair leg in his hand again and climb up the ladder.]
sequences_a02_boden_seq_a02_boden_betreten_mit_fackel#0;[Ohi sits with the torch back in hand, stucks the torch somewhere behind, so he has plenty of light.]
sequences_a02_boden_seq_a02_boden_betreten_mit_fackel_erstmalig#0;[Ohi sits with the torch back in hand, stucks the torch somewhere behind, so he has plenty of light.]
spokentexts_a02_boden_seq_a02_boden_betreten_mit_fackel_erstmalig_st_1;That's better now!
sequences_a02_boden_seq_a02_boden_betreten_mit_streichholz#0;[Ohi sits with a match in hand, to get a better view. It flickers and goes out.]
spokentexts_a02_boden_seq_a02_boden_betreten_mit_streichholz_st_1;Damn.
sequences_a02_boden_seq_a02_boden_betreten_ohne_licht#0;[Ohi sits down, goes into idle.]
sequences_a02_boden_seq_betreten_mit_fackel_nicht_brennend#0;[Ohi climbs down with the torch in his hand and puts it somewhere to have hands free ]
sequences_a02_boden_seq_betreten_mit_stuhlbein#0;[Ohi enters the scene with the chair leg in his hand, he fix the chair leg firmly to have free hands]
texts_a02_salonwagen_alkohol_mo_ex_1;Examine the bottles of alcohol
texts_a02_salonwagen_alkohol_mo_take_1;Take a bottle of alcohol
spokentexts_a02_salonwagen_alkohol_ex_1_st_1;Whisky, scotch, rum, liqueurs enough to entertain everyone on the train all the way from Paris to Istanbul.
sequences_a02_salonwagen_alkohol_take_1#1;[Ohi takes one of the bottles from the shelf, looks at them.]
spokentexts_a02_salonwagen_alkohol_take_1_st_1;Hmm. High-proof rum... Could be useful.
sequences_a02_salonwagen_alkohol_take_1#3;[Ohi puts the bottle behind him on the counter so that it is also easy to reach from the other side.]
sequences_a02_salonwagen_alkohol_take_1#4;[The alcohol is now off the shelf, the bottle of rum on the counter is turned on for it.]
sequences_a02_salonwagen_alkohol_take_2#1;[Ohi takes one of the bottles from the shelf, while the torch keeps in its hand, looks at the bottle.]
sequences_a02_salonwagen_alkohol_take_2#3;[Ohi puts the bottle behind him on the counter so that it is also easy to reach from the other side. while the torch keeps in its hand]
sequences_a02_salonwagen_alkohol_take_2#4;[The alcohol is now off the shelf, the bottle of rum on the counter is turned on for it.]
texts_a02_salonwagen_bar_bier_mo_ex_1;Small dark bottle
texts_a02_salonwagen_bar_bier_mo_use_1;Take beer
spokentexts_a02_salonwagen_bar_bier_ex_1_st_1;Carling Black Label, a British beer.
spokentexts_a02_salonwagen_bar_bier_use_1_st_1;No good. Insufficient alcohol content.
spokentexts_a02_salonwagen_bar_bier_use_1_st_2_direction;defensive
spokentexts_a02_salonwagen_bar_bier_use_1_st_2;For practical purposes, I mean, not for drinking.
texts_a02_salonwagen_bar_champagner_mo_ex_1;Magnum
spokentexts_a02_salonwagen_bar_champagner_ex_1_st_1;Champagne - the finest!
spokentexts_a02_salonwagen_bar_champagner_ex_1_st_2;Maybe we'll open a bottle if we get out of the tunnel alive. Until then, though, it's no use to me.
texts_a02_salonwagen_bonbonschale_mo_ex_1__2;Examine the candy bowl
texts_a02_salonwagen_bonbonschale_mo_ex_3;Examine the bowl filled with rum
texts_a02_salonwagen_bonbonschale_mo_ex_4;Examine the flame
texts_a02_salonwagen_bonbonschale_mo_used_mit_fackel_1-3;Light the torch
texts_a02_salonwagen_bonbonschale_mo_used_mit_rum;Pour the rum into the bowl
texts_a02_salonwagen_bonbonschale_mo_used_mit_streichhoelzer;Set the rum on fire
texts_a02_salonwagen_bonbonschale_mo_used_mit_stuhlbein;Set the chair leg on fire
texts_a02_salonwagen_bonbonschale_mo_used_mit_vorhang_1-3;Set the curtain on fire
sequences_a02_salonwagen_bonbonschale_ex_1#1;[Ohi kneels down, picks up the bowl and looks at it, kneeling in his hand.]
spokentexts_a02_salonwagen_bonbonschale_ex_1_st_1;A lot was damaged by the sudden stop.
spokentexts_a02_salonwagen_bonbonschale_ex_1_st_2;But the bowl was thick enough to survive the fall.
sequences_a02_salonwagen_bonbonschale_ex_1#4;[Ohi gets up and place the dish back casually on the counter.]
