characters_araber;Araber
texts_a07_kabine_ermittler_mikroskop_mo_used_mit_kissenbezug;Analyser la taie d'oreiller avec le microscope.
texts_a07_kabine_ermittler_mikroskop_mo_used_mit_serviette;Analyser l'échantillon de sang avec microscope.
texts_a07_kabine_ermittler_mikroskop_mo_used_mit_serviette_wattestaebchen;Analyser l'échantillon de sang avec microscope.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_daunenfedern_st_1;Les plumes de duvet sont effectivement brûlées.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_daunenfedern_st_2;Je ne vois rien d'autre au microscope.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_kissenbezug_st_1;Je ne peux pas mettre la taie d'oreiller sous le microscope.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_kissenbezug_st_2;Mais ce n'est pas nécessaire. Les marques de brûlure sont visibles à l'oeil nu.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_st_1;Je n'ai jamais analysé de sang avec un microscope. Je n'ai aucune idée de ce que je recherche.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_st_2;Une analyse chimique me semble plus appropriée.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_serviette_oder_wattestaebchen_st_1;Je ne pense pas qu'une analyse optique de l'échantillon soit intéressante.
spokentexts_a07_kabine_ermittler_mikroskop_ex_1_st_1;Un microscope... On dirait celui que Lutz Reichinger utilise dans sa pharmacie. En plus moderne.
spokentexts_a07_kabine_ermittler_mikroskop_ex_2_st_1;Il n'y a rien sur la lamelle.
sequences_a07_kabine_ermittler_mikroskop_ex_2#2;[Ohi looks into the microscope (Idle).]
spokentexts_a07_kabine_ermittler_mikroskop_ex_2_st_2;Et du coup, rien à observer.
sequences_a07_kabine_ermittler_mikroskop_ex_2#4;[Ohi stops to look into the microscope, stands there normal again.]
spokentexts_a07_kabine_ermittler_mikroskop_ex_3_st_1;D'abord je dois mettre quelque chose sous le microscope.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_1;Les deux balles viennent de la même arme.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_2;Ce qui veut dire que celui qui a tiré sur la baronne était aussi dans la soute.
spokentexts_a07_kabine_ermittler_mikroskop_ex_5_st_3;Cette information sera sans doute importante plus tard.
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_baronin_patrone_st_1;Très bien.
sequences_a07_kabine_ermittler_mikroskop_used_mit_baronin_patrone#2;[Ohi takes out the cartridge, places it under the microscope.]
spokentexts_a07_kabine_ermittler_mikroskop_used_mit_frachraum_patrone_st_1;D'accord.
sequences_a07_kabine_ermittler_mikroskop_used_mit_frachraum_patrone#2;[Ohi takes out the cartridge, places it under the microscope.]
texts_a07_kabine_ermittler_schreibtisch_akte_mo_ex_1__2;Examiner le dossier de police
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_1;Le dossier de Legrand sur le Corbeau...
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_2;Plusieurs centimètres d'épaisseur mais complètement superflu. Le Corbeau n'est pas derrière tout ça ! Pourquoi se voile-t-il la face ?
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_1_st_3;Notre homme est sans pitié... Un poseur de bombe et sans doute un meurtrier !
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_2_st_1;Ce dossier devrait être dans un musée. C'est de l'histoire ancienne.
spokentexts_a07_kabine_ermittler_schreibtisch_akte_ex_2_st_2;L'inspecteur ferait mieux de se concentrer sur le présent.
texts_a07_kabine_ermittler_schreibtisch_aufputschmittel_mo_ex_1__2;Examiner la bouteille
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_1;Hmm. Il n'y a rien d'écrit sur la bouteille.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_2;J'imagine que c'est une sorte de stimulant, légal ou non.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_1_st_3;Legrand est debout depuis au moins trente heures, peut être même plus.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_1;Je n'ose pas imaginer les effets secondaires que ce truc doit provoquer.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_2;Un policier devrait être en pleine possession de ses moyens pour faire face à une enquête de meurtre.
spokentexts_a07_kabine_ermittler_schreibtisch_aufputschmittel_ex_2_st_3;Le risque de rater des indices ou de mettre end anger sa vie et celle d'autrui est trop important.
texts_a07_kabine_ermittler_schreibtisch_ausgang_mo_leave;Retour
sequences_a07_kabine_ermittler_schreibtisch_ausgang_leave_1#1;[With a click you return to the cabin view]
texts_a07_kabine_ermittler_schreibtisch_mo_betreten;Examiner le bureau
texts_a07_kabine_ermittler_schreibtisch_rohr_mo_ex_1__2;Examiner le tuyau
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_1_st_1;C'est le tuyau que j'ai trouvé dans la soute...
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_1_st_2;Legrand semble y avoir cherché des empreintes. Je distingue encore des traces de poudre.
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_2_st_1;Hmm. Non. Aucune marque du côté où l'attaquant tenait le tuyau.
spokentexts_a07_kabine_ermittler_schreibtisch_rohr_ex_2_st_2;Soit il portait des gants, soit il a nettoyé le tuyau.
texts_a07_kabine_ermittler_tresor_mo_ex_1__2;Examiner le coffre
spokentexts_a07_kabine_ermittler_tresor_ex_1_st_1;"Un ""Lockmaster et fils"" - dur à forcer."
spokentexts_a07_kabine_ermittler_tresor_ex_1_st_2;Si je voulais dérober l'Oeil, j'essaierais plutôt d'obtenir les trois clés.
spokentexts_a07_kabine_ermittler_tresor_ex_2_st_1;Si tout se passe comme prévu, ce monstre sera ouvert pour la première fois au musée du Caire.
spokentexts_a07_kabine_ermittler_tresor_ex_2_st_2;Croisons les doigts !
texts_a07_kabine_ermittler_zerbrochene_spritze_mo_ex_1__2;Examiner la seringue cassée
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_1_st_1;Je n'ai aucune idée de ce qu'il s'injectait.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_1_st_2;Vu le choc sur son visage, ce ne doit pas être recommandé.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_2_st_1;J'imagine que c'était une sorte de stimulant.
spokentexts_a07_kabine_ermittler_zerbrochene_spritze_ex_2_st_2;Apparemment la traque du Corbeau est plus importante que sa propre santé.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#0;[The inspector nods briefly to Ohi, turns around snappily to continue with his work. Ohi is also moving, but suddenly stops, the inspector sways and has to hold on to the table. He touches his face, as if he was dizzy (Idle). Ohi turns back into the talking-position.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_1_direction;shocked, worried
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_1;Inspecteur Legrand ?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_2_direction;worried
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_2;Vous allez bien ?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#3;[The inspector doesn't turn around, just nods and raises his hand, makes an ''I'm okay'' gesture. After that back to Idle.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_3_direction;carefully
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_3;Vous devriez peut être faire une pause ?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_4_direction;annoyed
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_4;Je dormirai quand j'aurai coincé le Corbeau.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_5_direction;annoyed
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_5;Au revoir, Officier.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech#7;[Ohi wants to refuse, maybe raises one hand slightly. Then he changes his mind, nods, goes to the door, opens it and leaves the cabin.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_ende_erstes_gespraech_st_6;A bientôt.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_1;Nous l'avons déjà fouillée de fond en comble.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_2;Bien sûr.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_3;Mais pas en plein jour...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_4;Oui, oui, d'accord. Ca ne peut pas faire de mal.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_5;Tenez, prenez ça avec vous.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen#5;[The inspector hands Ohi some sachets, in which evidence samples can be collected (Idle).]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen#6;[Ohi takes the sachets, the inspector goes back into the normal position]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_6;Merci. Je vous tiendrai au courant si je découvre quelque chose d'important.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_7;Seulement dans cette éventualité s'il vous plait. Je suis très occupé.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_kabine_durchsuchen_st_8;Bien sûr.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein#0;[Ohi enters the cabin, closes the door and turns to the inspector.]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein#1;[The inspector pauses in his work and goes back to talking positively (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_st_1;Officier ?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#0;[Ohi enters the cabin, closes the door and turns to the inspector.]
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#1;[The inspector holds a test tube in his hand, takes a close look at the liquid inside it (holds it up the light or similar). He glances at Ohi when he comes in, then he looks back to the tube (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_1_direction;busy
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_1;Ah ! Zellner.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_2_direction;busy
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_2;Etes vous prêt ?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_3;Bonjour, Inspecteur Legrand !
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_4;J'ai encore mal au crâne, mais sinon ça va...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_5;Hydrate de chloral.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_6;Hhm... ?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_7;La raison de votre migraine.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig#9;[The inspector takes down the test tube, places it into a holder. He looks at Ohi (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_erstmalig_st_8;J'en ai trouvé des traces dans votre verre de champagne.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_1_direction;excited, wants to say ''inspector'', then pauses
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_1;Ins...
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#1;[The inspector stands in front of the sink with rolled up sleeves and is afraid. He drops a glass syringe, which breaks in the sink.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_2_direction;shocked, finishes the word mechanically
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_2;...pecteur ?
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#3;[The inspector rolls up his sleeves (of course in a way that you can't see it, he turns away from Ohi or something like that).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_3_direction;upset
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_3;On ne vous a jamais appris à frapper ?
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_4;Je, euh, ne me suis pas rendu compte... Je suis vraiment...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_5_direction;upset, frustrated
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_5;Je... Je n'avance pas.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_6;Je vais aller interroger chacun des passagers individuellement.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_8;Ceux sans alibi solide subiront des analyses de résidus de poudre.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_9;Mais Inspecteur...
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_11;Les gens font des erreurs une fois sous pression, Officier Zellner.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#12;[While he speaks he is collecting some things from the table, maybe takes his jacket and goes to the exit. Opens the door and holds it open for Ohi (Idle).]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_12;Le Corbeau est nerveux. Il a changé son mode opératoire et est devenu un meurtrier.
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_13;Je le lirai dans ses yeux. Après vous.
sequences_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen#16;[Ohi walks through the door, the inspector follows, beginning to pull on his jacket.]
spokentexts_a07_kabine_ermittler_seq_a07_kabine_ermittler_oehi_kommt_rein_kissen_st_14;Mais Inspecteur Legrand !
texts_a07__vorderdeck__meer_mo_ex_1;Regarder la mer
spokentexts_a07__vorderdeck__meer_ex_1_st_1;L'air marin dans mes vieux poumons, le vent dans ce qui reste de mes cheveux...
spokentexts_a07__vorderdeck__meer_ex_1_st_2;J'aurais pu être un marin si je n'étais pas devenu policier.
texts_a07__vorderdeck__shuffleboard_equipment_mo_ex_10;Examiner le matériel du jeu de palets
spokentexts_a07__vorderdeck__shuffleboard_equipment_ex_1_st_1000;Je me demande si ce jeu est une variante de la pétanque.
spokentexts_a07__vorderdeck__shuffleboard_equipment_ex_1_st_2;Son inventeur a peut être réalisé qu'il était impossible de jouer aux boules sur un bateau et a trouvé une alternative.
texts_a07_vorderdeck_ausgang_nebendeck_mo_leave_1;Aller sur le pont-promenade
sequences_a07_vorderdeck_ausgang_nebendeck_leave_1#1;[Ohi goes to the side deck.]
texts_a07_vorderdeck_tuer_frachtraum_mo_ex_1__2;Examiner la porte de la soute
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_1_st_1;Le clandestin a dû passer une sale nuit dans la soute.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_1_st_2;Encore que sa cellule est probablement plus confortable que ma cabine. Et plus grande.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_1;Il faut que je parle à ce jeune homme rapidement.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_3;Même s'il était déjà en état d'arrestation au moment du coup de feu, il a peut être vu quelque chose avant.
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_4;Et qu'en est-il de l'autre coup de feu ?
spokentexts_a07_vorderdeck_tuer_frachtraum_ex_2_st_5;Est-il possible que la seconde balle manquante dans le pistolet soit logée dans une des caisses en soute ?
texts_a07_vorderdeck_wasserflasche_mo_ex_1-4;Examiner la bouteille d'eau
texts_a07_vorderdeck_wasserflasche_mo_kaputte_flasche;Éclats
texts_a07_vorderdeck_wasserflasche_mo_used_mit_zwille;Tirer sur la bouteille d'eau avec le lance-pierre
spokentexts_a07_vorderdeck_wasserflasche_ex_1_st_1;L'officier Oliver a amené à boire.
spokentexts_a07_vorderdeck_wasserflasche_ex_1_st_2;On voit que ce n'est pas la première fois qu'il joue les gardes.
spokentexts_a07_vorderdeck_wasserflasche_ex_2_st_1;La bouteille a l'air remplie d'eau, à moins que l'officier ne cache un penchant pour l'alcool.
spokentexts_a07_vorderdeck_wasserflasche_ex_2_st_2;Impossible de le vérifier, je ne peux pas prendre la bouteille sans qu'il ne le remarque.
spokentexts_a07_vorderdeck_wasserflasche_ex_3_st_1;L'Officier Oliver boit l'eau qu'il a amené. Sans elle il serait assoiffé !
spokentexts_a07_vorderdeck_wasserflasche_ex_4_st_1;En lieu de la bouteille il ne reste que du verre brisé dans une flaque d'eau !
spokentexts_a07_vorderdeck_wasserflasche_ex_4_st_2;Si l'Officier Oliver a encore soif il va avoir un problème ! Je devrais l'aider.
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_1_st_1;Si j'avais des munitions, je suis sûr que je pourrais toucher la bouteille !
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_1;Très bien...
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#2;[Ohi gets in position, looks around and takes out the slingshot. He stretches it and shoots a little stone.]
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#3;[The little stone doesn't strike the bottle but the sleeping guard's shin. He jumps up with a start, holds his shin and dances around on one leg. Ohi whirls around and looks intently and detached out to the sea.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_2_direction;pain
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_2;AAAHH !
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_3_direction;pain
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_3;Oh-oh-oh !
sequences_a07_vorderdeck_wasserflasche_used_mit_zwille_2#6;[While the guard hops around, he is swaying from one side to another and accidentally hits the water bottle. It falls over and breaks.]
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_4_direction;pain, anger
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_4;Argh !
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_5_direction;upset
spokentexts_a07_vorderdeck_wasserflasche_used_mit_zwille_2_st_5;Hé, Zellner ! C'était quoi ce truc ?
