characters_araber;Araber
spokentexts__top_a06_kapitaen_wo_sind_wir_tseq_st_8;Mais nous allons tous rassembler dans la salle à 22 heures pour prendre un verre ensemble.
spokentexts__top_a06_kapitaen_wo_sind_wir_tseq_st_9;Saluer les passagers personnellement est une tradition que je ne vais pas casser, même sur ce voyage étrange !
texts_arzt_mo_betachten_1;Regarder le Dr Gebhardt
texts_arzt_mo_talk_mit_1;Parler au Dr Gebhardt
texts_arzt_top_a06_arzt_antwort_finger_drei_tseq_title;Trois doigts
spokentexts_arzt_top_a06_arzt_antwort_finger_drei_tseq_st_1;Trois doigts.
spokentexts_arzt_top_a06_arzt_antwort_finger_fuenf_tseq_st_3;OK.
texts_arzt_top_a06_arzt_antwort_finger_fuenf_tseq_title;Cinq doigts
spokentexts_arzt_top_a06_arzt_antwort_finger_fuenf_tseq_st_1;Je vois cinq doigts.
spokentexts_arzt_top_a06_arzt_antwort_finger_fuenf_tseq_st_2;Trois d'entre eux sont tendus.
texts_arzt_top_a06_arzt_antwort_finger_was_fuer_finger_tseq_title;Quel doigts ?
spokentexts_arzt_top_a06_arzt_antwort_finger_was_fuer_finger_tseq_st_1_direction;irritated
spokentexts_arzt_top_a06_arzt_antwort_finger_was_fuer_finger_tseq_st_1;Des doigts ?
spokentexts_arzt_top_a06_arzt_antwort_finger_was_fuer_finger_tseq_st_2_direction;annoyed, challenging
spokentexts_arzt_top_a06_arzt_antwort_finger_was_fuer_finger_tseq_st_2;Mr. Zellner...
spokentexts_arzt_ex_1_st_1;Ce n'est peut-être pas une mauvaise chose que le Dr Gebhardt ai trop peur de rester seul.
spokentexts_arzt_ex_1_st_2;Je me sens plus mal que quand j'étais dans la soute...
spokentexts_arzt_ex_2_st_1;Le Dr Gebhardt a insisté pour venir.
spokentexts_arzt_ex_2_st_2;Mais maintenant, il ne semble plus être tellement sûr que c'était une bonne idée.
spokentexts_arzt_talk_mit_1_st_1;Allez, Dr Gebhardt. Allons-y !
spokentexts_arzt_talk_mit_1_st_2;Je suis juste derrière vous !
spokentexts_arzt_talk_mit_2_st_1;Ça va, Doctor ?
spokentexts_arzt_talk_mit_2_st_2;Bi-bien entendu. Pourquoi ça n'irait pas ?
spokentexts_arzt_talk_mit_2_st_3;C'est juste que... Eh bien...
spokentexts_arzt_talk_mit_2_st_4;Je préfère venir avec vous !
spokentexts_arzt_talk_mit_2_st_5_direction;apologetic
spokentexts_arzt_talk_mit_2_st_5;Vous avez entendu l'inspecteur.
texts_ermittler_top_a06_ermittler_geruch_der_waffe_tseq_title;Odeur de poudre
spokentexts_ermittler_top_a06_ermittler_geruch_der_waffe_tseq_st_1;Je voulais savoir si le fusil avait été tiré récemment, Inspecteur.
spokentexts_ermittler_top_a06_ermittler_geruch_der_waffe_tseq_st_2_direction;annoyed
spokentexts_ermittler_top_a06_ermittler_geruch_der_waffe_tseq_st_2;Je veux dire, qu'est-ce que vous faites sur le bateau !
texts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_title;J'ai été attaqué !
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_1;J'ai été attaqué dans la soute !
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_3_direction;angry, mocking
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_3;Bien sûr !
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_2;Là ! Regardez !
sequences_ermittler_top_a06_ermittler_niedergeschlagen_tseq#1;[Ohi opens the door, and lets the door open, imagines the investigator and holds him the pipe. ]
sequences_ermittler_top_a06_ermittler_niedergeschlagen_tseq#5;[The investigator puts his gun back, takes the bar.]
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_4_direction;Emphasis - on the side, not on the other
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_4;Attention a comment vous le tenez ! Il pourrait y avoir des empreintes digitales dessus !
spokentexts_ermittler_top_a06_ermittler_niedergeschlagen_tseq_st_5;Vous ne pensez pas que je vous croie ?
texts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_title;Pourquoi me menace t-il ?
spokentexts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_st_1;La vraie question est: pourquoi VOUS me menacez avec une arme ?
spokentexts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_st_2_direction;threatening
spokentexts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_st_2;Ne poussez pas le bouchon, Zellner.
spokentexts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_st_3_direction;loud, insistent
spokentexts_ermittler_top_a06_ermittler_warum_bedrohen_sie_mich_tseq_st_3;Pourquoi n'avez-vous pas quitté le navire comme nous l'avions convenu ?
texts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_title;Coup à la tête
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_1;J'inspectais le camion. Je l'ai trouvé dans la soute et il était clair que quelqu'un l'avait caché dedans à bord du navire !
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_2_direction;sarcastic, but also a bit cautious
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_2;Certaines personnes sont prêtes à aller très loin pour faire partie de ce voyage.
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_3_direction;irritated
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_3;En effet !
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_4;Qui que ce soit, ils m'ont frappé à la tête par derrière avec un tuyau alors que je cherchais des indices.
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_5_direction;offended
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schlag_tseq_st_5;Oh, et ​​ils m'ont tiré dessus.
texts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_title;Coup de feu
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_st_1;Ils ne m'ont pas seulement assommé. Ils m'ont tiré dessus !
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_st_2_direction;do not believe him
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_st_2;Quelqu'un vous a tiré dessus. Pendant que vous étiez inconscient ?
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_st_3;Notre invité mystère n'aime pas seulement voyager dans des malles de vêtements, il est aussi le pire tireur du monde !
spokentexts_ermittler_top_a06_ermittler_was_ist_passiert_schuss_tseq_st_4;On dirait bien qu'il ne me visait pas. C'était peut-être un autre homme qui a tiré le coup de feu...
texts_unbekannter_top_a06_unbekannter_ansprechen_tseq_title;Il y a quelqu'un ?
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_1_direction;gagged, 'Hello? Who's there? '
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_1;Hm-mm ? Hm-mm-mm ?
sequences_unbekannter_top_a06_unbekannter_ansprechen_tseq#1;[The steps are stopping, the Unknown listens. Then he runs faster than before up the stairs, walk out the door and locks it. Silence.]
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_2_direction;gagged, 'Hello? Help Me '
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_2;Hm-mm ? Hm-mm-hmm hmmm ?
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_3_direction;gagged, frustrated, angry
spokentexts_unbekannter_top_a06_unbekannter_ansprechen_tseq_st_3;Hmmrrmm.
texts_unbekannter_top_a06_unbekannter_nicht_ansprechen_tseq_title;[Be silent.]
sequences_unbekannter_top_a06_unbekannter_nicht_ansprechen_tseq#0;[The steps going up the stairs, then the Unknown goes out the door and closes them. Silence.]
texts_wachmann_mo_ex_1;Regarder l'Officier Oliver
spokentexts_wachmann_ex_1_st_1;La baronne était dans les vappes. Ca pourrait pendre un petit moment avant qu'elle ne revienne à elle.
texts_a06_frachtraum_ausgangstuer_mo_betachten_1;Examiner la porte
texts_a06_frachtraum_ausgangstuer_mo_leave;Quitter la soute
texts_a06_frachtraum_ausgangstuer_mo_use_1__2;Ouvrir la porte
texts_a06_frachtraum_ausgangstuer_mo_used_mit_rohr;Ouvrir la porte avec le tuyau
spokentexts_a06_frachtraum_ausgangstuer_ex_1_st_1;Je n'ai pas fermé  la porte quand je suis...
spokentexts_a06_frachtraum_ausgangstuer_leave_1_st_1;Je dois être prudent. Le tireur est peut-être encore dans le coin.
sequences_a06_frachtraum_ausgangstuer_leave_1#2;[Ohi climbs careful out of the door and starts to climb the stairs up.]
sequences_a06_frachtraum_ausgangstuer_use_1#1;[Ohi tries to turn the wheel on the door.]
spokentexts_a06_frachtraum_ausgangstuer_use_1_st_1_direction;Effort
spokentexts_a06_frachtraum_ausgangstuer_use_1_st_1;Hgrrr !
sequences_a06_frachtraum_ausgangstuer_use_1#3;[Ohi leaves away from the door.]
spokentexts_a06_frachtraum_ausgangstuer_use_1_st_2;Celui qui a verrouillé la porte est plus fort que moi.
sequences_a06_frachtraum_ausgangstuer_use_2#1;[Ohi clamped the tube under one arm, then tries to turn the wheel on the door.]
sequences_a06_frachtraum_ausgangstuer_use_2#3;[Ohi leaves from the door and takes the tube in his hand again.]
sequences_a06_frachtraum_ausgangstuer_used_mit_rohr#2;[Ohi uses the tube as a lever and manages with the help of the tube to release the wheel. Then he opens the door and stands with his tube in his hand back to normal.]
texts_a06_frachtraum_kiste_mo_betachten_1-3;Examiner la caisse avec l'impact de balle
spokentexts_a06_frachtraum_kiste_ex_1_st_1;Le tir a frappé cette caisse.
spokentexts_a06_frachtraum_kiste_ex_1_st_2;La question est, tireur essayait-il de la toucher ?
spokentexts_a06_frachtraum_kiste_ex_1_st_3;Et si oui, pourquoi ?
spokentexts_a06_frachtraum_kiste_ex_2_st_1;Peut-être que le tireur voulait juste m'intimider ?
spokentexts_a06_frachtraum_kiste_ex_2_st_2;Je ne peux pas imaginer un avertissement plus efficace.
spokentexts_a06_frachtraum_kiste_ex_3_st_1;Il fait trop sombre pour distinguer quoi que ce soit dans le trou. Je devrais y jeter un oeil plus tard.
texts_a06_frachtraum_metallrohr_mo_betachten_1__2;Examiner le tuyau
texts_a06_frachtraum_metallrohr_mo_inventar;Tuyau metallique
texts_a06_frachtraum_metallrohr_mo_take_1__2;Prendre le tuyau
sequences_a06_frachtraum_metallrohr_ex_1#2;[Ohi goes next to the metal bar in the squat (idle) and as he still does not see everything, he kneels on all fours and goes further down (idle).]
spokentexts_a06_frachtraum_metallrohr_ex_1_st_2;Il y a un peu de sang et des cheveux collés sur ce tuyau.
spokentexts_a06_frachtraum_metallrohr_ex_1_st_3;Des cheveux Je ne peux vraiment pas me permettre de le perdre.
sequences_a06_frachtraum_metallrohr_ex_1#5;[Ohi touched his head and goes back to idle.]
sequences_a06_frachtraum_metallrohr_ex_1#6;[Ohi remains in the squat. Once you click anywhere other than back on the bar, he stands up.]
sequences_a06_frachtraum_metallrohr_ex_2#1;[If Ohi is not yet in a crouch, he goes into a crouch.]
spokentexts_a06_frachtraum_metallrohr_ex_2_st_1;C'est certainement le tuyau qui m'a assommé.
spokentexts_a06_frachtraum_metallrohr_ex_2_st_2;Peut-être qu'il y a des empreintes digitales dessus ?
sequences_a06_frachtraum_metallrohr_ex_2#4;[Ohi remains in the squat. Once you click anywhere other than back on the bar, he stands up.]
spokentexts_a06_frachtraum_metallrohr_ex_3_st_1;La surface du tuyau est un peu irrégulière. Ça pourrait être difficile d'obtenir des empreintes digitales exploitable.
sequences_a06_frachtraum_metallrohr_seq_ohi_steht_auf#1;[Ohi stands up again.]
sequences_a06_frachtraum_metallrohr_take_2#1;[If Ohi is not yet in a crouch, he goes into a crouch.]
spokentexts_a06_frachtraum_metallrohr_take_2_st_1;Hmm. Je pourrais peut-être utiliser sur la porte là-haut... Je n'ai pas vraiment d'autre option.
spokentexts_a06_frachtraum_metallrohr_take_2_st_2;Je vais le tenir par le bout ensanglanté. Après tout ce que nous savons déjà qui est la victime.
sequences_a06_frachtraum_metallrohr_take_2#4;[Ohi takes the tube on the bloody side and stands up.]
sequences_a06_frachtraum_metallrohr_take_2#5;[Ohi has from on now the tube in his hand]
texts_a06_frachtraum_spinte_mo_betachten_1__2;Examiner les casiers
spokentexts_a06_frachtraum_spinte_ex_1_st_1;La soute semble être utilisé comme un vestiaire par l'équipage aussi.
spokentexts_a06_frachtraum_spinte_ex_1_st_2;Ou du moins, la partie de l'équipage qui ne font pas leur travail dans des costumes blancs.
spokentexts_a06_frachtraum_spinte_ex_2_st_1;Je doute que mon agresseur se cache dans un de ces casiers. Il est probablement déjà en train de boire un verre sous les étoiles. Qui, après ce que j'ai vécu, ne semble pas être une mauvaise idée !
texts_a06_frachtraum_stuehle_mo_ex_1;Examiner les chaises
spokentexts_a06_frachtraum_stuehle_ex_1_st_1;Une chaise est la dernière chose dont j'ai besoin en ce moment.
spokentexts_a06_frachtraum_stuehle_ex_1_st_2;J'ai été assis un long moment là-bas dans ce coin.
sequences_a06_frachtraum_stuehle_ex_1#3;[Ohi goes toward the door.]
texts_a06_frachtraum_treppe_hoch_mo_leave_1;Monter les escaliers.
sequences_a06_frachtraum_treppe_hoch_leave_1#1;[Ohi goes up stairs.]
texts_a06_frachtraum_treppe_runter_mo_leave_1;Descendre les escaliers.
sequences_a06_frachtraum_treppe_runter_leave_1#1;[Ohi goes down stairs.]
texts_a06_frachtraum_tuer_mo_ex_1__2;Examiner la cloison étanche
texts_a06_frachtraum_tuer_mo_use_1;Ouvrir la cloison étanche
texts_a06_frachtraum_tuer_mo_used_mit_metallrohr;Ouvrir la cloison étanche avec le tuyay métallique
sequences_a06_frachtraum_tuer_ex_1#1;[Ohi puts his hands at the glass, trying to see something on the other side. Idle.]
spokentexts_a06_frachtraum_tuer_ex_1_st_1;Je peux voir un corridor, mais rien d'autre. Le verre est trop sale et il n'y a aucune lumière.
sequences_a06_frachtraum_tuer_ex_1#3;[Ohi is back down to normal.]
spokentexts_a06_frachtraum_tuer_ex_2_st_1;Les cloisons étanches arrière ne s'ouvrent habituellement que d'un seul côté.
spokentexts_a06_frachtraum_tuer_ex_2_st_2;Donc, si une pièce a été inondé par une fuite, un marin qui se noie ne serait pas en mesure d'ouvrir la cloison étanche et mettre en danger l'ensemble du navire.
spokentexts_a06_frachtraum_tuer_ex_2_st_3;Malheureusement, je suis sur du côté sans le mécanisme de verrouillage.
sequences_a06_frachtraum_tuer_use_1#1;[Ohi grabs the wheel of the door, tries to turn it. It stirs no piece and Ohi gives up fast.]
spokentexts_a06_frachtraum_tuer_use_1_st_1;Ça ne sert à rien. La porte semble fermée de l'autre côté.
sequences_a06_frachtraum_tuer_used_mit_metallrohr#1;[Ohi insert the tube into the metal wheel and tries it to turn. It moves not a piece.]
sequences_a06_frachtraum_tuer_used_mit_metallrohr#2;[Ohi gives up very soon and gets up to normal.]
spokentexts_a06_frachtraum_tuer_used_mit_metallrohr_st_1;Même avec l'effet de levier, elle ne bougera pas.
texts_a06_frachtraum_tuerfenster_mo_ex_1__2;Regarder par la fenêtre
spokentexts_a06_frachtraum_tuerfenster_ex_1_st_1;Il fait déjà nuit dehors ! Combien de temps ai-je été inconscient ?
spokentexts_a06_frachtraum_tuerfenster_ex_2_st_1;Je ne vois personne. Devrait-je appeler à l'aide ?
spokentexts_a06_frachtraum_tuerfenster_ex_2_st_2;Mais que faire si celui qui m'a assommé est toujours là ou le tireur d'ailleurs ?
texts_a06_zelle_mo_ex_1;Examiner la cellule
spokentexts_a06_zelle_ex_1_st_1;Une cellule de détention pour les membres de l'équipage ? Ou peut-être pour les passagers turbulents ?
sequences_a06_frachtraum_seq_a06_frachtraum_oehi_kommt_nach_vorne#0;[Ohi is slightly swaying / struck out from behind the crates. He turns around, looks up, where he hung, then down. He cleans himself with both hands his clothes.]
spokentexts_a06_frachtraum_seq_a06_frachtraum_oehi_kommt_nach_vorne_st_1;Ça serait mieux si personne n'apprenait sa découverte.
texts_a06_frachtraum_schaufel_mo_ex_1;Utiliser la pelle
spokentexts_a06_frachtraum_schaufel_ex_1_st_1_direction;Non, ça ne marchera pas
spokentexts_a06_frachtraum_schaufel_ex_1_st_1;Mmm. Hm-hm-hmm !
texts_a06_frachtraum_versteck_flacheisen_mo_use_1;Utiliser le fer à repasser avec...
spokentexts_a06_frachtraum_versteck_flacheisen_ex_1_st_1_direction;"gagged, ""A flat iron. Maybe a hinge"""
spokentexts_a06_frachtraum_versteck_flacheisen_ex_1_st_1;Hm-hmhmm. Hm-hm hm hmm ?
sequences_a06_frachtraum_versteck_flacheisen_use_mit_1#1;[As soon as you click on the flat iron, it sticks to the cursor and can be used with another object in the scene.]
texts_a06_frachtraum_versteck_kiste_mo_use_1;Ouvrir la caisse
texts_a06_frachtraum_versteck_kiste_mo_use_2;Couper les chaînes à la scie
texts_a06_frachtraum_versteck_kiste_mo_used_mit_flacheisen;Ouvrir la caisse avec fer à repasser
spokentexts_a06_frachtraum_versteck_kiste_ex_1_st_1_direction;gagged, 'a box'
spokentexts_a06_frachtraum_versteck_kiste_ex_1_st_1;Hm hmm.
sequences_a06_frachtraum_versteck_kiste_use_1#1;[Ohi tries to open the box somehow with the feet, but he can't. Box is locked.]
sequences_a06_frachtraum_versteck_kiste_use_1#2;[Ohi hits frustrated  against the box, then he let it go...]
spokentexts_a06_frachtraum_versteck_kiste_use_1_st_1_direction;gagged, frustrated, 'No chance'
spokentexts_a06_frachtraum_versteck_kiste_use_1_st_1;Hm-hm Hmmm.
sequences_a06_frachtraum_versteck_kiste_use_2#3;[Ohi manages, with bounded feets, to take the blade of a saw out of the box.]
sequences_a06_frachtraum_versteck_kiste_use_2#4;[Maybe Ohi gets up the saw somehow, so that he may open his bounds with the blade.]
sequences_a06_frachtraum_versteck_kiste_use_2#5;[Ohi scrubs his bonds. May look a little funny.]
spokentexts_a06_frachtraum_versteck_kiste_use_2_st_3_direction;Exertion, rapid up and down motion with your feet
spokentexts_a06_frachtraum_versteck_kiste_use_2_st_3;H-h-h-h-h.
sequences_a06_frachtraum_versteck_kiste_use_2#7;[He finally has the shackles through and puts / pushes the saw back in the box. From now on, his legs are not tied up.]
sequences_a06_frachtraum_versteck_kiste_used_mit_flacheisen#1;[One side of the flat bar is located on a hinge, so that Ohi can come underneath with his feet . Ohi picks up the iron with his feet and stuck it between his bound feet.]
sequences_a06_frachtraum_versteck_kiste_used_mit_flacheisen#2;[Ohi rotates with the iron between the feet to the box and he manages to push the flat iron into the slot under the lid.]
spokentexts_a06_frachtraum_versteck_kiste_used_mit_flacheisen_st_1_direction;gagged, cheers 'Yeah!'
spokentexts_a06_frachtraum_versteck_kiste_used_mit_flacheisen_st_1;Hm-hmm !
sequences_a06_frachtraum_versteck_kiste_used_mit_flacheisen#4;[Ohi steps on the detached end of the flat bar and can solve the lid of the box (he pulls the nails out of the wood).]
sequences_a06_frachtraum_versteck_kiste_used_mit_flacheisen#5;[Ohi hits the lid with some kicks off completely. Inside the box are several saw blades / saws.]
spokentexts_a06_frachtraum_versteck_kiste_used_mit_flacheisen_st_2_direction;Effort, several steps
spokentexts_a06_frachtraum_versteck_kiste_used_mit_flacheisen_st_2;Hm-hm-hm !
texts_a06_frachtraum_versteck_kransteuerung_mo_use_1__2;Utiliser les commandes de la grue
sequences_a06_frachtraum_versteck_kransteuerung_use_1#1;[Ohi is trying to get to the cable of the crane control. He can not, because a flat box on the floor deters him to slip up to the cable.]
sequences_a06_frachtraum_versteck_kransteuerung_use_1#2;[Ohi tries with bounded legs to get to the flat box, but it does not work.]
spokentexts_a06_frachtraum_versteck_kransteuerung_use_1_st_1_direction;"gagged, frustrated, ""does not work"""
spokentexts_a06_frachtraum_versteck_kransteuerung_use_1_st_1;Hm-hm.
sequences_a06_frachtraum_versteck_kransteuerung_use_2#1;[Ohi climbs on the box. The chair he carries on his back  like a snail shell.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#2;[Ohi pulls the circuit of the crane out of the box. It dangles down now.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#3;[Ohi turns on the box and sits down again. With his hands behind his back, he can operate the crane control.]
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_1_direction;gagged, Ok
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_1;Hmm-hm.
sequences_a06_frachtraum_versteck_kransteuerung_use_2#5;[Ohi presses the buttons and the chain of the crane is lowered. Ohi is moving the chain closer to him so that he can it reach with his feets.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#6;[Ohi puts the chain between the seat and chairstrut through the chair, twists them on another leg and hooked it somehow. One Leg of a chair, he presses into the mounting hole in the ground.]
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_2_direction;Gagged And go!
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_2;Hmm HMM !
sequences_a06_frachtraum_versteck_kransteuerung_use_2#8;[Ohi presses a button. The chain tightens, the chair moves slightly, but then firmly clamped. Ohi throws with all his strength back and forth, trying to break the chair.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#9;[In fact, the wood cracks, but it's not enough.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#10;[Suddenly a chair leg slipping out of the hole, the chair falls.]
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_3_direction;gagged, frightened Ahh!
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_3;HMMM !
sequences_a06_frachtraum_versteck_kransteuerung_use_2#12;[Ohi looses the control out of the hands, he can not reach it. At the same time the chain is pulled up and up.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#13;[The chair is pulled up and up, Ohi dangles tied to the chair.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#15;[Cut to a long shot of the cargo.]
sequences_a06_frachtraum_versteck_kransteuerung_use_2#16;[The desperately kicking Ohi is lifted with the chair out of the hiding, dangling in the air. Suddenly the chair breaks and Ohi crashes out from the point of view behind the boxes.]
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_5_direction;first gagged, pain, then he takes off the gag
spokentexts_a06_frachtraum_versteck_kransteuerung_use_2_st_5;HMMM ! Hmm. Aie ! Bon sang... hppfff... ah !
sequences_a06_frachtraum_versteck_kransteuerung_use_2#18;[The crane has stopped, the chain swings out.]
texts_a06_frachtraum_versteck_messer_mo_take_1-3;Prendre le couteau
sequences_a06_frachtraum_versteck_messer_take_1#1;[Cut. We see the knife in the foreground and Ohis head behind it.]
sequences_a06_frachtraum_versteck_messer_take_1#2;[Ohis head emerges from below. He tries to get the knife in his mouth. He fails completely.]
spokentexts_a06_frachtraum_versteck_tuch_use_1_st_1_direction;gagged, effort, concentration
spokentexts_a06_frachtraum_versteck_tuch_use_1_st_1;Pfff-hmmh.
sequences_a06_frachtraum_versteck_messer_take_1#4;[After all, he is able to get the knife from the wood of the box. It is now flat on the chest, close to the edge.]
sequences_a06_frachtraum_versteck_messer_take_1#5;[Cut back to a long shot. Ohi in front of the chest with the knife.]
sequences_a06_frachtraum_versteck_messer_take_2#3;[Ohi turns awkward with bound feet on the spot, so that the backrest shows to the crate. He sizes up the situation, then he bounces vigorously with the backrest against the box. The knife falls down.]
sequences_a06_frachtraum_versteck_messer_take_2#5;[Ohi rotates on the spot, so that the backrest is facing the crate. He sizes up the situation, then he bounces vigorously with the backrest against the box. The knife falls down.]
sequences_a06_frachtraum_versteck_messer_take_2#6;[Cut. We see Ohis hand in Closup.]
sequences_a06_frachtraum_versteck_messer_take_2#7;[The knife falls in Ohis shackled hand. He carefully turns it, and begins to cut the handcuffs.]
sequences_a06_frachtraum_versteck_messer_take_2#8;[First, it is quite good, but then it slips from his fingers.]
sequences_a06_frachtraum_versteck_messer_take_2#9;[Cut back to the shot.]
sequences_a06_frachtraum_versteck_messer_take_2#10;[The knife falls to the ground. Ohi looks around, needs to realize that he can not reach it.]
spokentexts_a06_frachtraum_versteck_messer_take_2_st_1_direction;gagged, 'shit'
spokentexts_a06_frachtraum_versteck_messer_take_2_st_1;Hmm-mm !
texts_a06_frachtraum_versteck_portemonnaie_mo_inventar;Portefeuille
spokentexts_a06_frachtraum_versteck_portemonnaie_ex_1_st_1;Je l'ai acheté la semaine dernière, d'occasion. Je l'aime parce qu'il raconte une histoire.
texts_a06_frachtraum_versteck_tuch_mo_take_1-3;Tirer le tissu
sequences_a06_frachtraum_versteck_tuch_use_1#1;[Ohis trying to get the cloth in his bound hands. Finally, he succeeds. He pulled, and he must change hands more than once.]
sequences_a06_frachtraum_versteck_tuch_use_1#3;[On the cloth is a paperbox, Ohi using the cloth to pull it from the shelf. Finally, he flips over the edge and falls crashing to the ground.]
sequences_a06_frachtraum_versteck_tuch_use_1#4;[Some hinges and flat irons for doors are falling out of the box.]
sequences_a06_frachtraum_versteck_tuch_use_1#5;[Cut back to the shot.]
sequences_a06_frachtraum_versteck_seq_a06_frachtraum_unbekannter_verschwunden#0;"[Ohi from the ""listening"" position slumps back into the chair. He tried to free himself, but can not manage.]"
spokentexts_a06_frachtraum_versteck_seq_a06_frachtraum_unbekannter_verschwunden_st_1_direction;gagged effort
spokentexts_a06_frachtraum_versteck_seq_a06_frachtraum_unbekannter_verschwunden_st_1;Hmmghh !
sequences_a06_frachtraum_versteck_seq_a06_frachtraum_unbekannter_verschwunden#2;[He gives up and stays quiet sitting (idle).]
