loca_key_foo;Value is Bar
menu_savegame_abschnitt_22;The return of the Raven
menu_savegame_abschnitt_23;The return of the Raven
menu_savegame_abschnitt_25;The return of the Raven
menu_mainmenu_tooltip; End the current game and open the main menu.
menu_episode_end_continue;Continue
menu_episode_end_continue_tooltip;Continue the game.
edgemenu_menu_tooltip;Open the ingame-menu.
edgemenu_notebook_tooltip;Open the notebook.
edgemenu_hotspot_tooltip;Highlight all current hot spots. You have to pay adventure points to do so.
notebook_page;Page
notebook_category;Category
notebook_hint;Hint
notebook_next_page;Next page
notebook_prev_page;Previous page
unlock_photo;New pictures unlocked
unlock_music;New music unlocked
unlock_movie;New Video unlocked
messagebox_ok; OK
message_resolution_changed;Do you want to maintain the selected resolution?
episode_end_stats_secrets;Secrets solved:
episode_end_stats_achievements;Achievements unlocked:
episode_end_stats_help;Hint function used:
episode_end_stats_hotspot;Hot spot highlight used:
episode_end_stats_sum;Adventure Points
todo_get_award_key;"Master Stroke"
episode_end_achievement_label;Achievements:
loading_tip;Hint:
loading_tip_1;Always take a look at every available object.
loading_tip_2;There are some objects you have to look at more than once to learn all their secrets.
loading_tip_3;To examine an item in your inventory, right-click it.
loading_tip_4;Press the spacebar to highlight all objects in the current scene.
loading_tip_5;If you're stuck, try talking to all characters.
loading_tip_6;When you're stuck, you can get some hints in the notebook.
loading_tip_7;If you're not making any progress, take a break and relax.
loading_tip_3_controller;To examine an item in the inventory, select it and press $secondary.
loading_tip_4_controller;Press $space to highlight all the objects in a scene.
infoscreen_start_1;You are Anton Jakob Zellner, a Swiss policeman, that gets involved in an affair that\nessentially is to big for him. Three days ago a jewel, one of the two legendary\n"Eyes of the Sphinx" was stolen in London. The second Eye is on its way from Zurich to Cairo.
infoscreen_start_2;Aboard the train in the Swiss Alps a critical incident occured. The Raven, a master thief\nwanted by the police all around the globe, planted a bomb and it was Constable Zellner's\nvaliant intervention that prevented the worst. Now the Eye is on a ship on the Mediterranean.
infoscreen_start_3;Zellner, encouraged by his feat in the train, wants to supervise the jewels passage to Cairo.\nHowever, Nicholas Legrand, a French inspector leading the hunt for the Raven, doesn't\nwant Zellner to interfere. Zellner has a look around the ship and is knocked unconscious by\na shadowy figure...
infoscreen_end_1;This was the PR-Demo of "The Raven - Legacy of a Master Thief".
infoscreen_end_2;The Demo contains about 20% of the full game. We hope you enjoyed playing it!
menu_saving;Saving...
error_savegame_save_memory;The savegame could not be saved. There is not enough free memory.
error_savegame_save_other;The savegame could not be saved.
error_config_save_memory;Your game settings could not be saved. There is not enough free memory left.
error_config_save_other;Your game settings could not be saved.
error_savegame_load_corrupted;The savegame is damaged and could not be loaded.
error_savegame_load_other;The savegame could not be loaded.
error_config_load_corrupted;Your game settings are corrupted and could not be loaded. Your settings and unlocked extras were reset.
error_config_load_other;Your game settings could not be loaded. Your settings and unlocked extras were reset.
achievements;Achievements
achievements_tooltip;Here you can take a look at your Achievements.
menu_unlock;Unlock Full Game
menu_unlock_tooltip;Here you can unlock the full game.
menu_download;Download Content
menu_download_tooltip;Here you can download additional chapters.
info_live;You need to be signed into Xbox LIVE to access this feature.
info_login;There is no profile logged in. To play ‘The Raven’ you have to be logged in.
action_login;Log in now
action_quit;Leave game
info_storage;No storage device has been selected or the selected storage device has been removed. Please select a storage device in order to save your progress.
action_select;Select device
action_continue;Continue without
info_storage_2;If you continue without a storage device, you won’t be able to save any progress. Do you want to continue?
action_continue_2;Yes, continue
info_episode_lost;The storage device containing the game data was removed.
action_ok;Okay
startscreen_message;Press START
episode_end_award_1;Simply perfect!
episode_end_award_2;Masterly!
episode_end_award_3;Brilliant!
episode_end_award_4;Very good!
episode_end_award_5;Good job!
episode_end_award_6;Not bad!
config_title;game settings & unlocked extras
info_episode_removed;A storage device containing game data was removed.
info_episode_damaged;The chapter you selected is corrupted. Please download it again.
steam_init_error;Connection to Steam failed. Achievements and cloud storage of savegames won’t be available. Do you still want to continue?
steam_choice_continue;Continue
steam_choice_quit;Exit game
mg_junge_direction_controller;Press the $primary button to start the game.
