loca_key_foo;Value is Bar
menu_quit_tooltip;Quitter la partie. Les progrès non enregistrées seront perdues.
menu_bonus_tooltip;Ici vous pouvez débloquer des bonus.
menu_back_tooltip;Revenir au menu
menu_settings_save_tooltip;Enregistrer les paramètres de jeu
menu_start_tooltip;Commencer un nouveau chapitre
menu_resume_tooltip; Ferme le menu et vous ramène à la partie.
menu_save_tooltip; Sauvegarde votre progression dans le jeu.
menu_savegame_newgame;Nouvelle sauvegarde
menu_savegame_autosave;Sauvegarde automatique
menu_savegame_abschnitt_00;Un train dans les Alpes
menu_savegame_abschnitt_01;Un train dans les Alpes
menu_savegame_abschnitt_02;Piégé dans la pierre
menu_savegame_abschnitt_03;De feu, d'acier et de vapeur
menu_savegame_abschnitt_05;Ah Venise !
menu_savegame_abschnitt_06;Une malle suspecte
menu_savegame_abschnitt_07;Meurtre sur la Méditerranée
menu_savegame_abschnitt_08;Folie
menu_savegame_abschnitt_09;La confession du Corbeau
menu_savegame_abschnitt_10;L'oeil du Sphinx
menu_savegame_abschnitt_11;Dans les ténèbres
menu_savegame_abschnitt_12;Zurich, Gare principale
menu_savegame_abschnitt_13;Le vol du train
menu_savegame_abschnitt_14;Le passager clandestin
menu_savegame_abschnitt_15;Le passager clandestin
menu_savegame_abschnitt_16;Un voleur et un meurtre
menu_savegame_abschnitt_17;Sous pression
menu_savegame_abschnitt_18;Fantôme du passé
menu_savegame_abschnitt_19;Un plan simple
menu_savegame_abschnitt_20;Une mauvaise surprise
menu_savegame_abschnitt_21;Un plan émerge
menu_savegame_abschnitt_22;Le retour du Corbeau
menu_savegame_abschnitt_23;Le retour du Corbeau
menu_savegame_abschnitt_25;Le retour du Corbeau
menu_mainmenu_tooltip; Termine la partie en cours et ouvre le menu principal.
menu_episode_end_continue;Continuer
menu_episode_end_continue_tooltip;Continuer la partie.
edgemenu_menu_tooltip;Ouvrir le menu du jeu.
edgemenu_notebook_tooltip;Ouvrir le bloc-notes.
edgemenu_hotspot_tooltip;Mettre en surbrillance tous les points interactifs. Vous devez utiliser des points d'aventure pour l'utiliser.
notebook_page;Page
notebook_category;Catégorie
notebook_hint;Indices
notebook_next_page;Page suivante
notebook_prev_page;Page précédente
unlock_photo;Nouvelle image débloquée
unlock_music;Nouvelle musique débloquée
unlock_movie;Nouvelle vidéo débloquée
messagebox_ok; OK
message_resolution_changed;Voulez-vous conserver cette résolution ?
episode_end_stats_secrets;Secrets résolus:
episode_end_stats_achievements;Succès déverrouillés:
episode_end_stats_help;Fonction indice utilisée :
episode_end_stats_hotspot;Aide de zone réactive utilisée :
episode_end_stats_sum;Points d'aventure
todo_get_award_key;"Coup de Maître"
episode_end_achievement_label;Succès :
loading_tip;Indice:
loading_tip_1;Il faut toujours donner un coup d'oeil à tous les objets disponibles.
loading_tip_2;Il y a quelques objets que vous devez regarder plus d'une fois pour en apprendre tous leurs secrets.
loading_tip_3;Pour examiner un objet dans votre inventaire, cliquez-droit dessus.
loading_tip_4;Appuyez sur la barre d'espace pour mettre en surbrillance tous les objets dans la pièce.
loading_tip_5;Si vous êtes coincé, essayez de parler à tous les personnages.
loading_tip_6;Lorsque vous êtes coincé, vous pouvez obtenir des indices conseils dans le bloc-note.
loading_tip_7;Si vous ne faites pas de progrès, faites une pause et détendez-vous.
loading_tip_3_controller;Pour examiner un objet dans l'inventaire, sélectionnez-le et appuyez sur $secondary.
loading_tip_4_controller;Appuyez sur $space pour mettre en surbrillance tout les objets de la pièce.
infoscreen_start_1;Vous êtes Anton Jakob Zellner, un gendarme suisse, qui s'implique dans une affaire qui\nest très importante pour lui. Il y a trois jours, un des deux légendaires bijou de \n"L'oeil du Sphinx" a été volé à Londres. Le deuxième oeil est sur le chemin de Zurich au Caire.
infoscreen_start_2;À bord du train dans les Alpes suisses un incident critique s'est produit. Le Corbeau, un maître voleur\nrecherché par la police tout autour du globe, a posé une bombe et sans la vaillante intervention \ndu gendarme Zellner le pire aurait pu se produire. Maintenant, l'oeil est sur un bateau mouillant en Méditerranée.
infoscreen_start_3;Zellner, encouragé par son exploit dans le train, veut surveiller le passage des bijoux au Caire.\nCependant, Nicolas Legrand, un inspecteur français menant la chasse du Corbeau, ne\nveut pas que Zellner interfère dans l'enquête. Zellner qui jetait un oeil autour du navire est assommé par\nune ombre...
infoscreen_end_1;C'était la démo de "The Raven - Legacy of a Master Thief".
infoscreen_end_2;La démo contient environs 20% du jeu complet. Nous espérons que vous y jouerez !
menu_saving;Sauvegarde...
error_savegame_save_memory;La sauvegarde du jeu a échoué. Il n'y a pas assez de mémoire libre.
error_savegame_save_other;La sauvegarde du jeu a échoué.
error_config_save_memory;Vos paramètres n'ont pas pu être sauvegardés. Il n'y a pas assez de mémoire libre.
error_config_save_other;Vos paramètres n'ont pas pu être sauvegardés.
error_savegame_load_corrupted;La sauvegarde du jeu est endommagé et n'a pas pu être chargée.
error_savegame_load_other;La sauvegarde du jeu ne peut être chargée.
error_config_load_corrupted;Vos paramètres de jeu sont corrompus et ne pouvaient pas être chargés. Vos paramètres et les bonus débloqués ont été remis à zéro.
error_config_load_other;Vos paramètres de jeu ne peuvent être chargés. Vos paramètres et les bonus débloqués ont été remis à zéro.
achievements;Succès
achievements_tooltip;Vous pouvez jeter un oeil à vos succès ici.
menu_unlock;Déverrouiller le jeu complet
menu_unlock_tooltip;Ici vous pouvez débloquer le jeu complet.
menu_download;Contenu Téléchargeable
menu_download_tooltip;Vous pouvez télécharger des chapitres supplémentaires ici.
info_live;Vous devez être connecté au Xbox LIVE pour accéder à cette fonctionnalité.
info_login;Il n'existe pas de profil pour jouer 'The Raven', vous devez vous connecter.
action_login;Se connecter maintenant
action_quit;Quitter le jeu
info_storage;Aucun périphérique de stockage n'a été sélectionné ou le périphérique de stockage sélectionné a été enlevé. Veuillez sélectionner un périphérique de stockage pour sauvegarder votre progression.
action_select;Sélectionner un périphérique
action_continue;Continuer sans
info_storage_2;Si vous continuez sans périphérique de stockage, vous ne serez pas en mesure d'enregistrer vos progrès. Voulez-vous continuer ?
action_continue_2;Oui, continuer
info_episode_lost;Le dispositif de stockage contenant les données de jeu a été enlevé.
action_ok;D'accord
startscreen_message;Appuyez sur START
episode_end_award_1;Tout simplement parfait !
episode_end_award_2;Magistral !
episode_end_award_3;Brillant !
episode_end_award_4;Très bon !
episode_end_award_5;Bon travail !
episode_end_award_6;Pas mal !
config_title;paramètres du jeu et bonus débloqués
info_episode_removed;Un périphérique de stockage contenant des données de jeu a été retiré.
info_episode_damaged;Le chapitre sélectionné est corrompu. Veuillez le télécharger à nouveau.
steam_init_error;La connexion à Steam a échoué. Les succès et le cloud ne seront pas disponibles. Voulez-vous continuer ?
steam_choice_continue;Continuer
steam_choice_quit;Quittez le jeu
mg_junge_direction_controller;Appuyez sur bouton $primary pour commencer la partie.
